"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ranking_metric"
"ENSG00000273274",308.56181912283,0.248246883108673,0.236714920449857,1.04871666997966,0.294308539604068,0.999821746150411,7.74215638052492e-05
"ENSG00000130940",325.044151231057,0.610372727189852,0.357599529127652,1.70686110431641,0.0878478717883045,0.844035411617693,0.0736393321094876
"ENSG00000163879",1070.29471263774,0.0425942559444162,0.1637653326621,0.26009323983301,0.79479185236248,0.999821746150411,7.74215638052492e-05
"ENSG00000227527",3.57286699707328,0.708440606299725,1.69917766192988,0.416931449943319,0.676728548897027,0.999821746150411,7.74215638052492e-05
"ENSG00000116954",747.726706632893,0.111431849852926,0.337179576723819,0.330482204573733,0.741035636692315,0.999821746150411,7.74215638052492e-05
"ENSG00000228589",138.590213956161,0.52804813215646,0.455391025511519,1.15954883292513,0.246232543587682,0.999821746150411,7.74215638052492e-05
"ENSG00000179051",9442.07882810932,-0.220263988027607,0.232430254638643,-0.947656269490601,0.343304470219684,0.999821746150411,-7.74215638052492e-05
"ENSG00000215895",3.87097044052667,0.411426250561729,1.12911078528452,0.364380763981503,0.715573697719079,0.999821746150411,7.74215638052492e-05
"ENSG00000126067",6075.3924683418,0.108244409368447,0.243586926423806,0.444376925139725,0.656770093467448,0.999821746150411,7.74215638052492e-05
"ENSG00000272078",13.3181271000591,1.56215664477495,0.716199238767775,2.18117607533715,0.0291703956820884,0.481762844310295,0.317166697764935
"ENSG00000054118",6356.25017182156,-0.0199288571557952,0.188015977044845,-0.105995551383603,0.915585881785287,0.999821746150411,-7.74215638052492e-05
"ENSG00000237749",5.91027628666481,-0.117793470968688,1.09268854488922,-0.107801506220266,0.914153148063912,0.999821746150411,-7.74215638052492e-05
"ENSG00000158315",14.9206717876408,-0.835828863606287,0.683749961946216,-1.2224188813513,0.221549262634956,0.999821746150411,-7.74215638052492e-05
"ENSG00000186973",16.8367947795777,-0.660333043379456,0.868968892750481,-0.75990412187179,0.447311897616879,0.999821746150411,-7.74215638052492e-05
"ENSG00000146463",3468.59160439722,-0.239641023544561,0.26971118708083,-0.888509765346673,0.374266605316784,0.999821746150411,-7.74215638052492e-05
"ENSG00000142686",1539.20536237813,0.0398382537892448,0.18304889054858,0.217637231615299,0.827711773115314,0.999821746150411,7.74215638052492e-05
"ENSG00000117148",3.86277087052715,-1.17937191388779,1.64507227231556,-0.716911915503711,0.473428449249257,0.999821746150411,-7.74215638052492e-05
"ENSG00000117000",1213.51898596475,-0.0206874958407196,0.297465543430561,-0.0695458559742357,0.944555133196765,0.999821746150411,-7.74215638052492e-05
"ENSG00000092853",1698.57163894368,-0.244935570900924,0.220957630009841,-1.10851827515536,0.267638051036758,0.999821746150411,-7.74215638052492e-05
"ENSG00000134697",3736.7207612892,0.00503757238751502,0.171003691084871,0.0294588517683798,0.976498636218565,0.999821746150411,7.74215638052492e-05
"ENSG00000116151",391.759651588251,-0.427840116958828,0.286626679943507,-1.49267373519853,0.135522611749501,0.997860468679112,-0.000930182078579362
"ENSG00000214114",753.393662112843,0.0911602722530947,0.262346496199968,0.347480425976834,0.728230421295266,0.999821746150411,7.74215638052492e-05
"ENSG00000116544",361.373442927392,0.175740319665421,0.243785770619838,0.720880136763488,0.470983264869486,0.999821746150411,7.74215638052492e-05
"ENSG00000236723",4.54830782235679,2.8113778340929,1.36050490357749,2.066422419133,0.0387886108564085,0.565874114247191,0.247280172289681
"ENSG00000117016",6667.77520755199,-1.17255701549305,0.289322138685917,-4.05277321956327,5.06140603332646e-05,0.00361956693553212,-2.44134338768771
"ENSG00000163866",1662.73616085213,0.0461815047659025,0.232603521983979,0.198541726161324,0.842621241709866,0.999821746150411,7.74215638052492e-05
"ENSG00000162384",1289.35627747839,0.0431353348889475,0.22805330654636,0.189145842882917,0.849978512482099,0.999821746150411,7.74215638052492e-05
"ENSG00000162391",17.0409483756727,-0.166256645476471,0.551611819357585,-0.301401528469958,0.763108328923521,0.999821746150411,-7.74215638052492e-05
"ENSG00000117859",3432.12951537175,-0.0516438125612525,0.170310799458843,-0.303232752857418,0.761712490156947,0.999821746150411,-7.74215638052492e-05
"ENSG00000162396",420.390669999265,0.180680296004389,0.220554690468365,0.819208585501853,0.412667417363003,0.999821746150411,7.74215638052492e-05
"ENSG00000162378",1621.06493646162,-0.0741401834999372,0.28910976928851,-0.256443023984952,0.797608769906274,0.999821746150411,-7.74215638052492e-05
"ENSG00000284773",69.8494666568538,0.710131498469507,0.432940459591828,1.6402521010372,0.100952760383222,0.89443366318655,0.0484518639063976
"ENSG00000224609",14.8016436834973,-0.39421055941355,0.654834539649777,-0.602000254330482,0.547173968100906,0.999821746150411,-7.74215638052492e-05
"ENSG00000235545",11.1149985740307,-0.593850436153927,0.875937132747698,-0.67796011146496,0.49779698473478,0.999821746150411,-7.74215638052492e-05
"ENSG00000243725",17.2606338851317,0.769780568867447,0.579598991475614,1.32812613580925,0.184136440638895,0.999821746150411,7.74215638052492e-05
"ENSG00000162407",126.428825384944,-0.527706187092564,0.318814459523898,-1.65521409499624,0.0978810770983461,0.882179411096831,-0.0544430822993672
"ENSG00000163877",1410.80645600563,-0.0526293874472594,0.15500394524897,-0.33953579286466,0.734206137978702,0.999821746150411,-7.74215638052492e-05
"ENSG00000228929",90.8111421244073,0.0167881705053064,0.353753574467644,0.0474572462782053,0.96214880444484,0.999821746150411,7.74215638052492e-05
"ENSG00000157184",681.15110036364,0.0374807836007967,0.180580896152098,0.207556748246657,0.835575078727605,0.999821746150411,7.74215638052492e-05
"ENSG00000198815",2184.50157988464,-0.241172697595379,0.267438569753603,-0.901787269568397,0.367169883618085,0.999821746150411,-7.74215638052492e-05
"ENSG00000134744",1799.12181501151,-0.175747793311783,0.281657185013666,-0.623977667401797,0.532642251701099,0.999821746150411,-7.74215638052492e-05
"ENSG00000162385",1058.10676564663,0.0647663727431588,0.289385868968551,0.223806272828744,0.822908048762526,0.999821746150411,7.74215638052492e-05
"ENSG00000116652",5.42118376423721,0.026627001381688,1.01811292378406,0.0261532888539735,0.979135073218897,0.999821746150411,7.74215638052492e-05
"ENSG00000123080",5552.36758843222,-0.152383655932625,0.181431479012235,-0.83989645436528,0.400966445801375,0.999821746150411,-7.74215638052492e-05
"ENSG00000285778",3.30931129715598,5.68411839116503,1.97262217287023,2.88150385275983,0.00395782395967645,0.122156645570663,0.913082901542279
"ENSG00000225675",3.19345564755884,-0.193745078318016,1.34288290990965,-0.144275481420083,0.88528293871986,0.999821746150411,-7.74215638052492e-05
"ENSG00000162415",270.526941527094,-0.681473970689327,0.348660589134186,-1.95454832558392,0.0506364056162517,0.652577422909561,-0.185367955487472
"ENSG00000162600",112.220245516996,0.044376737528851,0.352588136827992,0.125859984763185,0.89984275825734,0.999821746150411,7.74215638052492e-05
"ENSG00000116704",806.923773890514,-0.219593823000858,0.308733111213471,-0.711273961311591,0.476914483958344,0.999821746150411,-7.74215638052492e-05
"ENSG00000157193",1056.57492265248,-0.48329825364548,0.309662066249669,-1.56072798808949,0.118587944647127,0.949822796037183,-0.0223574114287181
"ENSG00000116205",857.314199452706,0.0415057772648147,0.170096579537049,0.244013003540581,0.807220748910882,0.999821746150411,7.74215638052492e-05
"ENSG00000233994",4.33994535158912,0.652222046371619,1.12342561400106,0.580565404814605,0.561533394001881,0.999821746150411,7.74215638052492e-05
"ENSG00000132854",43.9100598414495,1.47491377220786,0.430099183471577,3.42924104227073,0.000605271719103284,0.0280024546070553,1.5528038981015
"ENSG00000162607",2781.23710910432,-0.254222871295279,0.247392024253051,-1.02761142790618,0.304132646413468,0.999821746150411,-7.74215638052492e-05
"ENSG00000285954",3.68646200221617,-1.81692775576807,1.36707849479188,-1.32905883801843,0.183828558928743,0.999821746150411,-7.74215638052492e-05
"ENSG00000154027",122.805838878069,0.293812058137527,0.271347167636513,1.08279021556292,0.27890154949125,0.999821746150411,7.74215638052492e-05
"ENSG00000116675",1472.74635968419,0.258532977213995,0.343975349467071,0.751603211144479,0.452289711666886,0.999821746150411,7.74215638052492e-05
"ENSG00000162433",702.535311799088,0.677787023088063,0.187683785141844,3.61132434842903,0.000304637381212897,0.0164601970693378,1.78356496951174
"ENSG00000213625",3050.19228920832,0.0458002612656891,0.204710183789503,0.223732207249563,0.822965683370299,0.999821746150411,7.74215638052492e-05
"ENSG00000158966",1313.03570042812,-0.18072407000664,0.279460737469153,-0.646688589042272,0.517833509768116,0.999821746150411,-7.74215638052492e-05
"ENSG00000203965",290.211796676709,0.0233897006008678,0.31951608950018,0.0732035142188187,0.941644169951071,0.999821746150411,7.74215638052492e-05
"ENSG00000117069",990.043443848219,0.267024669167431,0.191391166713196,1.39517760277607,0.162962289245282,0.999821746150411,7.74215638052492e-05
"ENSG00000125703",413.629653591633,0.179039962937866,0.234718166296194,0.762786987317944,0.445590442861879,0.999821746150411,7.74215638052492e-05
"ENSG00000230498",2.7721073198583,0.817065262691288,1.65625988925145,0.49331947721113,0.621786868236585,0.999821746150411,7.74215638052492e-05
"ENSG00000137941",747.875655868873,0.612585633466739,0.264084191360797,2.31966037160404,0.0203592571825487,0.385733008593692,0.413713195365979
"ENSG00000286548",5.65889781479674,-0.4731440005449,1.18393241465399,-0.39963767753008,0.689423401206356,0.999821746150411,-7.74215638052492e-05
"ENSG00000066135",1032.92439208089,-0.336055349108688,0.264916874282227,-1.26853130824228,0.204608277454145,0.999821746150411,-7.74215638052492e-05
"ENSG00000117174",877.107710772902,0.0681424304548141,0.27368000163077,0.248985786498011,0.80337177599228,0.999821746150411,7.74215638052492e-05
"ENSG00000184313",3.78106074851519,0.753746139141105,1.08212705414778,0.69654125756491,0.48608992892656,0.999821746150411,7.74215638052492e-05
"ENSG00000288543",10.5879540840946,0.24107378234249,0.680900419875792,0.354051452026518,0.723300324164314,0.999821746150411,7.74215638052492e-05
"ENSG00000122420",43.2542637401476,0.346791777390885,0.457234865828848,0.758454359691582,0.448179025840028,0.999821746150411,7.74215638052492e-05
"ENSG00000143013",1108.81491230669,1.16312266923412,0.186092518290983,6.25023875175578,4.09825712467473e-10,1.03082943286502e-07,6.98681318970555
"ENSG00000226084",218.350023333396,0.219670212738024,0.448394864532963,0.489903498263361,0.624202187465601,0.999821746150411,7.74215638052492e-05
"ENSG00000134748",2457.65389053735,-0.0717656764938736,0.16939078279928,-0.423669312508653,0.671806998350965,0.999821746150411,-7.74215638052492e-05
"ENSG00000142892",1056.32929721795,0.130572896035194,0.292908929248504,0.445779841434661,0.655756284658748,0.999821746150411,7.74215638052492e-05
"ENSG00000287743",16.3156904488557,-0.677279309258178,0.756581132865022,-0.895183979401464,0.370688747312711,0.999821746150411,-7.74215638052492e-05
"ENSG00000237505",9.10406996610574,0.134082859927643,1.03088492312731,0.130065788061859,0.896514377317217,0.999821746150411,7.74215638052492e-05
"ENSG00000116641",5064.87848632444,-0.191107299739496,0.272413104513486,-0.70153489892053,0.482969263137876,0.999821746150411,-7.74215638052492e-05
"ENSG00000172260",247.669673643053,0.143225864367175,0.315348025690845,0.454183482054169,0.649696770823159,0.999821746150411,7.74215638052492e-05
"ENSG00000137944",1809.03858183997,-0.0854940456302857,0.22248369097472,-0.384271068390357,0.70077754901103,0.999821746150411,-7.74215638052492e-05
"ENSG00000067334",2873.87692855502,0.00492508242287577,0.206830836385122,0.0238121283506546,0.981002465768377,0.999821746150411,7.74215638052492e-05
"ENSG00000142949",4741.15787511222,-0.0312686393539231,0.341050422607604,-0.0916833326721876,0.926949640210907,0.999821746150411,-7.74215638052492e-05
"ENSG00000232882",50.1587608496984,-0.12206997437695,0.655537157198062,-0.186213661630881,0.852277210900513,0.999821746150411,-7.74215638052492e-05
"ENSG00000171502",44.3658084884359,-3.09567868168761,0.656573139636148,-4.71490302421316,2.4182589652954e-06,0.000255646188104151,-3.59236067857865
"ENSG00000116157",1080.79138119062,0.0163195516695038,0.216552809216155,0.0753606093985794,0.939927799197449,0.999821746150411,7.74215638052492e-05
"ENSG00000143036",258.195287445463,0.214184188973603,0.229493822310187,0.9332895622964,0.350670482834045,0.999821746150411,7.74215638052492e-05
"ENSG00000065243",1129.82980051482,-0.148612096687266,0.309986125544041,-0.479415317141838,0.631643198903395,0.999821746150411,-7.74215638052492e-05
"ENSG00000237899",3.80303993852828,-0.173767859134872,1.08139882539573,-0.160688041316563,0.872339108679926,0.999821746150411,-7.74215638052492e-05
"ENSG00000117528",2316.24181591639,-0.0550899839674461,0.212799422642595,-0.258882205991563,0.795726127840788,0.999821746150411,-7.74215638052492e-05
"ENSG00000036549",1641.49898049377,-0.17055714880989,0.249470704403913,-0.683676062154956,0.494179742518787,0.999821746150411,-7.74215638052492e-05
"ENSG00000142700",428.886451672414,0.211710853735693,0.197992527826062,1.06928708906471,0.284940326485586,0.999821746150411,7.74215638052492e-05
"ENSG00000233514",4.47870206213602,0.643003431575293,1.14073504593906,0.563674653342457,0.572975570361715,0.999821746150411,7.74215638052492e-05
"ENSG00000127124",148.337542901868,-0.0697697801746085,0.40249594874107,-0.173342813493738,0.862381972724095,0.999821746150411,-7.74215638052492e-05
"ENSG00000266993",10.9233595414228,-0.190495420902845,0.935774655301207,-0.203569758834223,0.838689727213577,0.999821746150411,-7.74215638052492e-05
"ENSG00000137936",512.857516515549,0.161701981905052,0.175587776764699,0.920918214721433,0.357093128054072,0.999821746150411,7.74215638052492e-05
"ENSG00000280040",8.61308064569031,-0.3254207155084,1.0573091768108,-0.307781983402411,0.758248231710364,0.999821746150411,-7.74215638052492e-05
"ENSG00000117519",12624.9115254725,-0.221025008263209,0.139755526569164,-1.5815117562011,0.113761073064722,0.93811901223882,-0.0277420623886046
"ENSG00000134215",123.017070942147,0.659789058216188,0.3451539229304,1.91157919520224,0.0559301899465621,0.694726133057366,0.158186364247648
"ENSG00000228502",29.4312686322567,0.511818619643399,0.514064569423269,0.995630996739594,0.319429468399942,0.999821746150411,7.74215638052492e-05
"ENSG00000188641",1028.99569213913,-0.0866355869669249,0.21174741341983,-0.409145904394843,0.682432590392586,0.999821746150411,-7.74215638052492e-05
"ENSG00000152078",304.67251539826,-0.0251749105751402,0.315866841368362,-0.079701023589815,0.936475045338289,0.999821746150411,-7.74215638052492e-05
"ENSG00000237954",18.5140971579457,1.74685885648585,0.825965813755316,2.11492876266104,0.0344360193181984,0.528075270315442,0.277304169979815
"ENSG00000171492",1324.17752023408,-0.0691810340323228,0.175512883457115,-0.394164990453402,0.693459231269133,0.999821746150411,-7.74215638052492e-05
"ENSG00000170989",80.2239268212364,0.459164617442071,0.366259026880533,1.25366088954264,0.20996528924962,0.999821746150411,7.74215638052492e-05
"ENSG00000116299",27.2053112271082,1.74233097904048,0.564712866142253,3.08533961859757,0.00203319844780464,0.0744021431995135,1.12841455415417
"ENSG00000137962",346.961785402022,-0.649327567586379,0.282676060839514,-2.29707307247014,0.0216146015857719,0.401293126257041,-0.396538279225055
"ENSG00000260464",13.3001365351917,-0.223156653122428,0.833528767194478,-0.267725196664222,0.788910853455951,0.999821746150411,-7.74215638052492e-05
"ENSG00000237435",2.66614262198119,-1.6585187177089,1.88531368141887,-0.879704387686147,0.379019471833288,0.999821746150411,-7.74215638052492e-05
"ENSG00000273204",3.00213909857561,-0.0850455542768207,1.50205987210534,-0.0566192838622456,0.954848472884736,0.999821746150411,-7.74215638052492e-05
"ENSG00000079739",3072.93949661462,0.0942589714585869,0.194781632677184,0.48392125152172,0.628441757622595,0.999821746150411,7.74215638052492e-05
"ENSG00000162377",1360.92425838042,0.0318237988139345,0.190530408276393,0.167027400517451,0.867348489269476,0.999821746150411,7.74215638052492e-05
"ENSG00000224613",4.62322341893012,1.72430064781258,1.23990064510243,1.39067646639553,0.16432355704767,0.999821746150411,7.74215638052492e-05
"ENSG00000116774",1651.85154745884,0.923078091077225,0.17010462095691,5.42653154208582,5.74596748930764e-08,9.17802967653423e-06,5.03725054237744
"ENSG00000284652",5.51525082654494,-0.282792433796077,1.27646597142946,-0.221543260945209,0.824669455965129,0.999821746150411,-7.74215638052492e-05
"ENSG00000023909",1088.96805841528,0.240464032297203,0.212161726250843,1.13339967837977,0.257046449103615,0.999821746150411,7.74215638052492e-05
"ENSG00000069702",11.5077901514608,-1.57363734909972,0.897166268440313,-1.75400859846796,0.0794290338130035,0.815370267867791,-0.0886451289598678
"ENSG00000198198",1360.44500757668,-0.379149847569297,0.423283194936716,-0.895735649571401,0.370393965679857,0.999821746150411,-7.74215638052492e-05
"ENSG00000116793",2239.2596076142,-0.0981793401429485,0.155000667255567,-0.6334123709356,0.526464388525408,0.999821746150411,-7.74215638052492e-05
"ENSG00000183298",183.918480108536,0.201434519091095,0.458752831250091,0.439091609619477,0.66059515841801,0.999821746150411,7.74215638052492e-05
"ENSG00000234332",6.04329143410769,-0.484070331951083,0.976167953707552,-0.495888366456358,0.619973174462195,0.999821746150411,-7.74215638052492e-05
"ENSG00000117525",162.25142364162,-0.263343123779635,0.270867363950543,-0.972221680525964,0.330940276985053,0.999821746150411,-7.74215638052492e-05
"ENSG00000162692",1150.33056711258,0.174867418937681,0.171748041319326,1.01816252222961,0.308600726792921,0.999821746150411,7.74215638052492e-05
"ENSG00000228057",5.31073170042305,0.0300726483107871,1.06522618872222,0.0282312326050304,0.977477727129687,0.999821746150411,7.74215638052492e-05
"ENSG00000181656",22.6474784440063,0.623844578630471,0.575410107911763,1.08417382672418,0.278287734135114,0.999821746150411,7.74215638052492e-05
"ENSG00000122481",87.766607783619,0.403583568677322,0.419748318011362,0.961489424399309,0.33630614042632,0.999821746150411,7.74215638052492e-05
"ENSG00000198162",2220.99823799052,-0.2418495041949,0.311600801608187,-0.776151739490728,0.437659397368019,0.999821746150411,-7.74215638052492e-05
"ENSG00000171517",21.3652624052776,0.423983346252103,0.49010824824878,0.865081026012214,0.386994318051432,0.999821746150411,7.74215638052492e-05
"ENSG00000228852",5.85092024350975,-1.0155052443334,1.21361728043889,-0.836759051392339,0.402728018861204,0.999821746150411,-7.74215638052492e-05
"ENSG00000232878",4.2091362375246,1.69223010156266,1.21549439229431,1.39221547404138,0.163857158324405,0.999821746150411,7.74215638052492e-05
"ENSG00000143079",1723.15855949776,-0.175594468191438,0.262176739281003,-0.669756091531959,0.503013288268684,0.999821746150411,-7.74215638052492e-05
"ENSG00000232450",74.9097655508354,0.122146226644877,0.339367117324379,0.359923576591322,0.718904285396158,0.999821746150411,7.74215638052492e-05
"ENSG00000173947",58.3905133233681,0.354868335735493,0.377153087285814,0.940913246367163,0.346749318796766,0.999821746150411,7.74215638052492e-05
"ENSG00000134198",130.079994668954,0.649832821942512,0.270614486411908,2.40132311672845,0.0163359047029191,0.334404679713732,0.475727653602549
"ENSG00000226053",18.5158437269436,0.7620974566351,0.58338866281455,1.30632887680465,0.19144074107483,0.999821746150411,7.74215638052492e-05
"ENSG00000279513",6.82031577499982,-0.482557284059086,1.23442339645646,-0.390917156499398,0.695858472004017,0.999821746150411,-7.74215638052492e-05
"ENSG00000117620",503.288022101948,0.232163008681867,0.374938512100739,0.619202885777414,0.535782711017234,0.999821746150411,7.74215638052492e-05
"ENSG00000162688",1292.29834450281,-0.144775516199993,0.301546888346381,-0.480109468195513,0.631149556068897,0.999821746150411,-7.74215638052492e-05
"ENSG00000197106",35.6962764325441,-0.647300203422213,0.518773699740933,-1.24775061601131,0.212122398772668,0.999821746150411,-7.74215638052492e-05
"ENSG00000259946",8.42189358934711,0.304756710634319,0.879506847023245,0.346508627722217,0.728960501383365,0.999821746150411,7.74215638052492e-05
"ENSG00000236137",11.1889805173427,1.16181449632828,0.765607200861731,1.51750727399194,0.1291386583816,0.978547122998665,0.00941825558030823
"ENSG00000185946",311.415398414935,-0.111268165924198,0.212609330573962,-0.523345638800599,0.600733746523924,0.999821746150411,-7.74215638052492e-05
"ENSG00000162627",4945.99925387207,0.253496319471699,0.306807947501298,0.826237786655206,0.408669217094142,0.999821746150411,7.74215638052492e-05
"ENSG00000162695",1010.7790126574,0.245579902497779,0.261422210715278,0.939399532372735,0.347525653019563,0.999821746150411,7.74215638052492e-05
"ENSG00000265808",2461.7318916603,0.257687344144327,0.196744556098036,1.30975590509312,0.190278424519154,0.999821746150411,7.74215638052492e-05
"ENSG00000134247",6104.21236658604,0.190428007624512,0.269497314786823,0.706604471273282,0.479812309537538,0.999821746150411,7.74215638052492e-05
"ENSG00000162664",1395.79946117456,-0.0655201867372846,0.21281473234769,-0.30787429993446,0.758177982237659,0.999821746150411,-7.74215638052492e-05
"ENSG00000134253",268.999404572929,-0.18171810154071,0.215614967000231,-0.842789830728752,0.399345996405304,0.999821746150411,-7.74215638052492e-05
"ENSG00000223416",8.28073522540217,-0.0903379692618572,0.807846058212229,-0.111825722665251,0.910961591701771,0.999821746150411,-7.74215638052492e-05
"ENSG00000227850",6.83636375072527,0.329488366855637,1.12771578064182,0.292173234170862,0.770154175241491,0.999821746150411,7.74215638052492e-05
"ENSG00000183508",371.434776038914,1.59586571298177,0.219426921880275,7.27288018856921,3.51902420993872e-13,1.60430847471019e-10,9.79471212234617
"ENSG00000277702",47.242872544793,0.442306232662243,0.460997628646626,0.959454463921526,0.337329848962734,0.999821746150411,7.74215638052492e-05
"ENSG00000143398",4770.77122713193,-0.160649511673865,0.257134813869657,-0.624767643308303,0.532123569963864,0.999821746150411,-7.74215638052492e-05
"ENSG00000196505",864.757032930149,0.214291828676818,0.197000122309826,1.08777510472708,0.276694402395756,0.999821746150411,7.74215638052492e-05
"ENSG00000235526",3.11405474931973,-0.00552207166283154,1.54372181541891,-0.00357711577803482,0.997145880635273,0.999821746150411,-7.74215638052492e-05
"ENSG00000065183",3198.70695808928,0.126835398707293,0.201862507355905,0.628325687462451,0.52979060735937,0.999821746150411,7.74215638052492e-05
"ENSG00000227082",6.2368639886529,-0.621811158076632,0.878493169836657,-0.707815586309281,0.479059785954285,0.999821746150411,-7.74215638052492e-05
"ENSG00000163156",1617.60925955229,0.222660662899281,0.275097249952257,0.809388908605678,0.418291479979059,0.999821746150411,7.74215638052492e-05
"ENSG00000274642",7.68466332214341,1.04466262584452,1.03184627678584,1.01242079304546,0.311336900620489,0.999821746150411,7.74215638052492e-05
