"","Control1_Count","Control2_Count","Control3_Count","FIH22KO1_Count","FIH22KO2_Count","FIH22KO3_Count","FIH23KO1_Count","FIH23KO2_Count","FIH23KO3_Count"
"BAD",9.86663437304397,9.35763432656752,9.43547324141864,9.82223534271159,9.36930059353289,9.76719257440526,9.61725870698145,9.42069906195359,9.7950070346898
"LAP3",11.2606197134323,11.1708826544093,11.1697202035221,11.1893679920927,11.1054008499614,11.1644904999366,11.193508319493,11.1114782194767,11.235155985792
"CD99",12.5404516026805,12.1511112586206,12.1579324862991,12.5573665085193,12.1378569024301,12.4205959518341,12.097138253685,12.014145720698,12.2851039036277
"MAD1L1",3.6308422929718,3.65608495607659,3.64384093874639,3.68985765232359,3.74043081853524,3.65586462123385,3.75194491853307,3.81040480047479,3.67268119938383
"LASP1",12.0103696905342,12.2123934378539,12.2398725532459,12.0027694094818,12.1078031356101,11.9928677031564,12.2959038456445,12.1815135013429,11.9584735377825
"SNX11",10.8788834772606,10.7859865688783,10.8296091517343,10.8650436434448,10.8069196728562,10.9272919328009,11.069376843196,10.9890220722059,11.0375414548711
"M6PR",11.3799162233493,11.6734335957666,11.6956851992382,11.4165256605051,11.7249678071156,11.5093098955155,11.8102131652385,11.7374084799123,11.4465373531623
"KLHL13",13.4710200028074,13.6380590432037,13.6387872276572,13.624486923907,13.9340688321867,13.7533129533836,13.7025656071869,13.8375267724083,13.6201867101496
"ICA1",11.3248914056476,11.0872859912061,11.2560720376158,10.9798363763525,10.8518943042465,11.0098155478317,11.0218738678206,11.1011164375466,11.2297927378197
"DBNDD1",11.2864744186165,11.242079403758,11.2895309382702,11.1537725351778,11.0818898714493,11.222205462483,11.5208472130817,11.2604981163522,11.3238931437916
"ALS2",10.6066165538891,11.0780011037827,11.0100151467327,10.7642631701629,11.0022812093927,10.7705952646506,11.1238225106468,11.1640329483513,10.7080858545152
"CFLAR",9.83288920390371,9.87293023671754,9.88690366376823,9.77694052092832,9.95492673078052,9.81495287459018,9.82797205168703,9.89342584585698,9.61379101632528
"TFPI",9.41696786577115,9.2379582540387,9.27561812050549,8.70659613540484,8.55229163405618,8.37326770892711,7.7591320482083,7.976694018412,8.15002633930097
"NDUFAF7",9.2567818297465,9.14702463639111,9.12452461229499,9.25220179894168,9.09692378404662,9.20482485429731,8.90711078456419,8.97486621942533,9.19211903726034
"RBM5",11.5535595750875,11.5217753858762,11.6237971049291,11.4127427845015,11.3956318895536,11.4080124899515,11.4402842210235,11.4290838258092,11.3603323986696
"MTMR7",7.80112104452437,7.9773998677633,7.96135513320928,7.99838205318767,8.2139942960512,7.96252625306572,8.21130227414844,8.54284824792155,8.13416449177358
"SLC7A2",10.9706407196196,11.441710679035,11.3595896213045,11.5104746250502,12.1789802016268,11.6703150624526,11.8805972137321,12.0724312975489,11.5011314890089
"ARF5",12.8316214681896,12.4620896217132,12.5051153266349,12.7200555737925,12.3610268313246,12.6988615869171,12.5517305201973,12.3983972335158,12.6483905286212
"SARM1",10.0221717589448,10.5410662435856,10.4652356206938,10.0589454300156,10.3101591516683,10.0494736273228,10.6948477478725,10.6207811713671,10.0611047183099
"POLDIP2",12.5155198086083,12.3190170080279,12.3215610846556,12.4762649929186,12.3164437777451,12.4824700492351,12.5174608240006,12.3800267280007,12.5491575969481
"PLXND1",10.2483963785249,10.3486812965358,10.3690884052342,10.1108076496372,10.2371557886086,10.1454262192325,10.0828390047673,9.92807810813064,9.71780443217792
"AK2",11.9573554438702,11.8425268036472,11.8443713342193,11.980524837008,11.8141532549701,11.885865135348,11.9074942921605,11.9009458723199,11.9319789883433
"CD38",3.96309298816316,4.08307028081909,3.91111500939443,3.73131819274196,3.78273653080227,3.80826287625519,3.71021125347566,3.6436671843584,3.68110431586816
"FKBP4",12.5272400735617,12.2812253398401,12.3214114807968,12.5115443034521,12.2453036907343,12.4595285081514,12.5455768530162,12.4295504860497,12.5765058484325
"KDM1A",13.2062833216514,13.179727693701,13.1714018169903,13.1867255069708,13.1851611299298,13.1749211900125,13.1230438927081,13.1529545233454,13.0927253027661
"RBM6",11.9788319667229,11.8677171940337,12.0170271895034,11.9111172547133,11.8315933347261,11.8844610512386,11.8693457225847,11.8062514876694,11.7970657481367
"CAMKK1",8.46090120367042,8.3596782370844,8.43169512344482,8.18066357020476,8.17480112018452,8.36472172251965,8.65943469440496,8.54139991289792,8.57417772632917
"RECQL",9.90442489404012,10.47018007606,10.4597524215835,10.0559234672398,10.4938978140029,10.1099318411901,10.348831668526,10.4932973014991,10.0686280535405
"VPS50",10.4338280391207,10.4968071853908,10.5530704687504,10.3782495754492,10.5557115863169,10.4033229300335,10.202316707525,10.5305371260762,10.3980786027419
"HSPB6",4.56465742339108,4.69446338928182,4.68063798487098,4.47909130302103,4.54286416043795,4.50356760024555,4.53430095458952,4.57081434354562,4.44168213677657
"ARHGAP33",9.45141535562262,9.56989739135379,9.70880572109739,9.29841548999968,9.35132717891963,9.25408297603908,9.78058325532643,9.65153755758124,9.39844692262934
"NDUFAB1",11.4149773642449,11.0062440816262,10.9968037955844,11.3382939213142,10.9662788723205,11.2301014135737,10.8935756921265,10.9240415304747,11.2773927904373
"PDK4",7.5809347499062,7.86528540856111,7.69044454132903,7.23635995298417,7.5479128691902,7.29491199532472,7.22543593083943,7.2986802021409,7.15541215906879
"ZMYND10",6.42694865850499,6.15869365178805,6.0712690038646,6.24267815233728,5.88201776360787,6.20145887109599,6.08418833897558,6.12149782789145,6.2304611130121
"SLC25A13",12.0522635579873,12.2095430883108,12.1878502113663,12.0209449320386,12.158666765061,12.0964908950697,12.2047451625932,12.2709295419443,12.1595695351417
"ST7",9.96107656679594,9.89535799380808,9.76778568588895,9.92139054052766,9.83163851203921,9.95134832198822,10.0733571901138,10.0827330284176,10.0704553969229
"CDC27",11.5161002815909,11.7254952620146,11.6692768148383,11.4677825687278,11.8440537812713,11.6120198306074,11.4281936710671,11.7540336704915,11.5359670876176
"HCCS",10.1010592665486,10.0679532153668,10.0546087802859,10.0837312977548,10.0688092757519,10.1326621842304,9.7237597479993,10.0517109001461,10.0878984956842
"DVL2",11.7800732132903,11.9892749412813,11.9116415564733,11.7386651745988,11.8631932176724,11.847505500799,12.046711464518,11.8445196125231,11.6840836759983
"UPF1",12.5921464203819,12.7834870957978,12.756485817147,12.5558990249142,12.6779319714387,12.5821482542964,12.8527001532983,12.7374530934337,12.4711397508399
"SKAP2",5.47975456460911,5.5862699107661,5.58386631838326,5.73412701014985,5.73178926974148,5.45471048119433,5.23270695385361,5.32646270872311,5.45785165503484
"SLC25A5",13.195645900401,12.8922007923707,12.8755116895058,13.1923273570524,12.877488673999,13.103750215374,12.9214322850077,12.9033094906683,13.1503398750651
"MCUB",8.96757360691478,8.65283606658497,8.71394539962872,8.94062539565272,8.74563102587356,8.90661079527262,8.67905934797211,8.8465235657136,9.18825805632198
"POLR2J",11.8053951709212,11.3941315518777,11.347688592876,11.6531177382781,11.2537596361775,11.6489701077322,11.3007777832787,11.2949370383042,11.5906937091876
"DHX33",11.0676820652314,11.4468565366386,11.3619918981902,11.030570699522,11.4217024041976,11.0986323022662,11.1512006572334,11.3522750474688,10.923907601046
"THSD7A",11.176779014442,11.7496446263059,11.6109957561839,11.4860954240736,12.132254546507,11.5578001611844,11.980508475756,11.9969024546115,11.5438255127581
"LIG3",10.3582923135911,10.632784722736,10.5578369391556,10.2967486221947,10.6053168193437,10.4120024996158,10.7756632338673,10.6741205272034,10.3387169605368
"RPAP3",10.5506661136228,10.5075414281667,10.4451922554276,10.4698291847118,10.5166887398105,10.3992315376136,10.1021304030367,10.4408327526631,10.4848344464146
"REXO5",8.88615433127874,8.75932889127351,8.81051493554078,8.96330498640301,8.73141449330023,8.94559938556367,8.93285956341644,8.95780945017972,9.16743523607241
"CIAPIN1",12.0527204595807,11.8023916696252,11.8141279294201,12.0470951920823,11.7554475354777,11.9354817219942,12.0017943421988,11.9104428242445,12.0514538467153
"SPPL2B",11.0778529688691,10.8694551691802,11.1324482936728,11.0248301445737,10.7616009655671,10.9444865235082,10.901701243752,10.7465836989162,10.8115432298962
"ATOSB",10.5991257156799,10.5034190393286,10.6304489716523,10.5458926981672,10.4774051851733,10.6669841926808,10.7908066627517,10.6556825098239,10.6719858182587
"COPZ2",8.6381418831654,8.10205344402202,8.12297328117156,8.5483671018578,8.12140569200073,8.51735706774774,8.28090673807252,8.22131608869244,8.58434997586112
"PRKAR2B",11.4694870831719,11.6640424840451,11.4936156032356,11.4013973298089,11.5553712243129,11.4543434197422,11.0950619637826,11.4202944971836,11.5167641192295
"MSL3",10.8491787892658,10.8768708502142,10.8799343575027,10.9126849178962,10.9127492462203,10.8393911854786,10.702148094302,10.8533887774658,10.7811859077592
"CREBBP",11.7080617927476,12.2708847246453,12.1599014959134,11.6054424635934,12.1244717986939,11.7487788831242,12.3377513614703,12.1888494585838,11.5873158086443
"TSPOAP1",8.5151167188374,8.56463551458533,8.75796479322101,8.65909160839438,8.74431017118553,8.57850817542506,8.88666008009684,8.64508430704482,8.50937039545694
"GCFC2",9.58357061637899,9.58799661206933,9.55938421419806,9.6371064920004,9.78725131780078,9.67408971194638,9.31096776421763,9.43779572671836,9.66973921081334
"WDR54",11.0766282185665,10.6667465625369,10.717351946924,11.0628190914919,10.6798592336096,10.973781922037,11.0814685388549,10.936593653658,11.2545754787894
"CROT",9.58917038472038,9.55396726838244,9.62118980716455,9.81581747693713,9.85820660353636,9.7280406977502,9.60757017273747,9.85869090971775,9.83629350729675
"ABCB4",8.76838031583923,8.85166760180383,8.78767040706413,9.1135262646004,9.28290544927634,9.22489888616566,8.99320665903053,9.19085674659322,8.92811422692789
"KMT2E",11.1614219695146,11.8626714498733,11.7870033027766,11.1732754195967,11.7645631459487,11.2539983998655,11.6770066120996,11.7841250954878,11.1128322082399
"RHBDD2",12.9789146874098,12.7886116227432,12.8149897010228,12.8506998116674,12.675408551966,12.9075323016323,13.1019240342654,12.9785550782516,13.0465226089786
"IBTK",11.0553408199047,11.3974619454771,11.3013280820508,11.2401830816438,11.5891932749307,11.3413922903913,11.0717648373703,11.3957050080612,11.1835988029607
"ZNF195",10.5698817622099,10.6484342360716,10.5369384663017,10.6224643142717,10.6905760035388,10.5587681573502,10.2777866567938,10.5408289160773,10.568816544177
"MYCBP2",10.1639908768511,10.6983046770404,10.4903650172036,10.1819347579672,10.7059410533192,10.2643113525947,10.9587675388841,10.9110934935005,10.2929120437481
"FBXL3",9.70845455909489,9.84372821438608,9.59276001472034,9.58364637284017,9.87333728359224,9.67452260692635,8.89556907381534,9.44981874740547,9.66819719232658
"PDK2",9.54771165015256,9.84890567650332,9.75939434880295,9.54975164133176,9.49480638381991,9.64657133678618,9.7650307813628,9.75977541436485,9.61131760173405
"ITGA3",10.0985727783962,10.2813843713794,10.3285336220208,10.4051178216429,10.2889839079778,10.306074424778,10.8705315887032,10.6847610720401,10.5438638467111
"ZFX",10.2609769341472,10.4302452830024,10.3802392883913,10.2581624053854,10.4315865925847,10.1682158076954,10.1070335994051,10.2751278808738,10.0983800714789
"LAMP2",11.4240567598319,11.6755129211294,11.6369167584968,11.5068860764479,11.8033117319596,11.5546923865684,11.2154440548361,11.6159994787228,11.4559462529003
"ITGA2B",6.60129388327231,6.50319835921538,6.61042823386312,6.49148662491268,6.47811281480183,6.57869092425395,6.53523288817627,6.45408399155602,6.41964130518255
"GDE1",11.2219913278633,11.286269355908,11.2350454978622,11.3291135566515,11.3654558390041,11.3935382145876,11.3420279318816,11.3992499581698,11.4046721419161
"REX1BD",11.3861807036048,10.8405332268871,10.9357436592387,11.2502867041702,10.7403838614944,11.1772183487098,10.9209034156146,10.8400070495506,11.1756622418736
"CRLF1",6.10404423163147,6.00121836587268,6.08677897226196,6.18042616789316,5.93601953432477,6.23666137904992,5.8844155831036,5.92401000771706,5.86214550841024
"OSBPL7",10.1619457113732,10.2237491048606,10.4116613387617,10.2152412584441,10.2413707909285,10.1244694555013,10.277384081995,10.1331462027755,10.050028021429
"TMEM98",12.6198675924343,12.400713147851,12.4507204709921,12.5444250242706,12.3062176052515,12.5002885038987,12.3246424736281,12.2843779616513,12.458085868833
"YBX2",10.1466363412867,10.1448162870728,10.1914727870218,10.3787227620401,10.2444904748377,10.3886347249397,10.6796187986173,10.3613247648664,10.4607831310164
"MAP3K14",7.91161968226879,7.87078285750716,8.04131585513928,7.86672035357349,7.82495223181598,8.02476401555433,8.14552179951894,7.90932611147423,7.77054606980347
"ABCC8",7.45573635856263,7.58007344994962,7.72925805695753,7.83867530945419,7.91165422355484,8.03241174892842,7.73608479325853,7.58978927597234,7.05443154478676
"TMEM132A",13.6245758534843,13.5140320850503,13.6009370339181,13.6202845154189,13.5122208762077,13.677661437229,13.7326757956102,13.5583957819816,13.6043876514819
"AP2B1",13.2145151559803,13.519434872578,13.5034833444633,13.3239258977303,13.5623507206424,13.3680052752151,13.8600582445074,13.8419208253339,13.445100073985
"ZNF263",9.44555177381908,9.41896283783447,9.53740843869373,9.28499438021972,9.46654088865466,9.43807733349157,9.55016223252616,9.38257651474635,9.25745647903159
"CX3CL1",10.7550205706637,10.7954409248722,10.8111813973554,10.9593853914832,11.0471221397057,11.0504977419776,11.0935397796953,10.9690236664802,10.8974551148019
"SPATA20",12.16985362135,12.019790938795,12.0954590328841,12.2466560353184,12.101010892843,12.2056882561036,12.1353885953709,12.0915124237095,12.0503171807806
"CACNA1G",7.79880931169466,8.12118450620046,8.00404026095031,8.6635020584579,9.03665404851181,8.8402369283107,9.16528950141478,8.83739317749509,8.6278804685038
"TNFRSF12A",10.3432043407495,10.1626262632262,10.1652458559166,10.6348710667817,10.4459755738411,10.6430102065065,10.548734711918,10.3239997519225,10.4964021763305
"DLX6",7.57051237701856,7.55499451899932,7.72414227355852,7.33230431216328,7.68596461950103,7.65948571068217,7.78792802344147,7.62593994393134,7.56964744379
"MAP3K9",9.4091171645451,9.91580332228763,9.98648560728421,9.54119820739872,10.1094900800497,9.67588830324494,10.5731969858201,10.4388296262861,9.80865172380991
"RALA",11.9481656572986,11.9071098345051,11.8574081591085,11.8943045110187,11.9703935538989,11.920759095163,11.5211688674025,11.7942271827277,11.945820736147
"BAIAP2L1",8.48808373471713,8.48043765936817,8.52042092267702,9.03346425356991,8.80085559293695,8.97154627394195,8.69945166943539,8.78140209109363,8.75077868447857
"KDM7A",9.7915043790508,10.2304630317553,10.1885552429809,9.65298620314895,10.3447546225689,9.73958566728771,9.91147002540391,10.2420304817546,9.63792933347845
"ETV1",11.5985351625626,11.7800099011895,11.7502847030219,11.5854495927502,12.0155684237349,11.6528435552033,11.6031765178345,11.7825694787134,11.6839550319244
"AGK",10.9414464822771,10.9764298919695,10.9984883982999,10.9757125835838,11.0826076687517,11.088308823586,10.9374115792421,11.0326499378852,10.970040007089
"ALDH3B1",8.3207942463421,8.18805387043824,8.42914892383348,8.64881438098827,8.58955335497754,8.46384199945138,8.18194687913415,8.0593918813822,7.98612874565872
"PHTF2",10.6981128247417,10.9890258813202,10.8350800289613,10.7397900347219,11.0329200902753,10.7335707920563,10.5198964082109,10.9343184060363,10.7311587878483
"FARP2",10.7927500810431,11.2894908188267,11.231290086069,10.7208128604658,11.23897612212,10.8321949012015,11.140297938493,11.2644344142975,10.8252282029081
"GGCT",9.9657228719879,9.66598477023843,9.46249067790652,9.98077152984697,9.64722179279329,9.82799271031684,9.22785860734707,9.41979967032219,10.0533633895723
"DBF4",10.8010400111839,10.6794180702631,10.6238611229473,10.8750858215275,10.7930749322711,10.8541565570135,9.97034483035356,10.5854223127444,10.7205001895576
"TBXA2R",6.69365270923157,6.76660372616972,6.72524094131929,6.78897334283574,6.81803102168737,6.84437914317294,6.97171286711814,6.97333686176509,6.9146703703787
"IFRD1",9.02173437062906,8.59096345002421,8.49872625597578,8.94109454784343,8.58219191720135,8.85957672941798,7.51010551341984,8.14068319226693,8.8580501217407
"COX10",9.35639413633779,9.56201960152404,9.62407446179556,9.4275815842733,9.35941529734951,9.39654997284898,9.66416929217361,9.5599125037965,9.41774316995863
"GTF2IRD1",11.4720117639482,11.5250571373599,11.6444554396615,11.4228627681739,11.4149470526917,11.5297578847357,11.5821116376039,11.4740285602144,11.3598106494714
"PAF1",11.7024032031742,11.3765649133418,11.4289349007321,11.7031899806334,11.3375339611256,11.5642048065438,11.5432378772986,11.3958011210364,11.5808920753322
"VPS41",11.9545310082301,12.1380185423744,12.0948857400461,12.0662754012507,12.2432941331375,12.0815918363971,12.0382875619238,12.2127830184075,11.9950116282141
"ELAC2",11.6198185914125,11.5331080053388,11.5754919587206,11.5968071705153,11.5064144283424,11.6353683719351,11.6963283564751,11.6057391409387,11.590341701079
"ARSD",10.1025961309867,10.2862221755308,10.2777503261437,10.0909521152834,10.1376217222998,10.0825984935711,10.3579046957853,10.2383626644475,10.0733462407989
"PNPLA4",8.63327175486942,8.35356902455902,8.41822235474941,8.55545156120523,8.38024368928541,8.42706203639024,8.54373235754462,8.53798880184848,8.70244277401948
"MYH13",3.46901979738513,3.4376014351833,3.52807358682455,3.63271256553021,3.60117877251281,3.63508221345481,3.63945068525576,3.61173773392514,3.66407300294124
"ADIPOR2",11.3659253403688,11.5714112629309,11.5492982214134,11.3741792607845,11.557040355055,11.4173536527344,11.5931896905023,11.6402604171338,11.4203193442738
"CDKL3",4.66583867733557,4.60498942532474,4.75143448798115,4.68217164540334,4.72689066176423,4.79404673892502,4.53460521674649,4.65151873266678,4.57929509991824
"MARK4",11.405206127327,11.4526127711789,11.5578826269593,11.3278261188133,11.354992818479,11.4656106673045,11.6543737192875,11.4890253133977,11.3957723376641
"PROM1",6.22905993173451,6.38206664123024,6.37912893928331,6.8238337721187,6.81459047468032,6.84416982332029,6.55454127315136,6.62890888505776,6.50243245174789
"CCDC124",12.2105724986157,11.7645493614009,11.8429091406772,12.1268462443395,11.7067379190537,12.103103391505,11.9831224108674,11.7966580663944,12.1417380255298
"PAFAH1B1",12.5134453213846,12.7476740173855,12.7622035939131,12.4933606152155,12.7327170149761,12.4886124023198,12.6462347544363,12.8476168131176,12.5632343822151
"NOS2",5.31983833124824,5.41874553712461,5.20389858229765,5.62719354902085,5.65688031663583,5.37315457878211,5.35032482620074,5.39833208256379,5.25325904282545
"BLTP2",11.9630863552853,12.3910690441126,12.3676575443049,11.9492349792703,12.3912165837169,12.0977585364492,12.7186051918081,12.5578682755003,12.0657121580694
"GAS7",7.01468748837227,7.17453986970282,7.27287495087607,7.06628884502905,7.12325169221424,6.95953752938259,7.36432066605811,7.31353825808256,7.09320658774946
"TRAPPC6A",10.1766705308899,9.65804500528622,9.63703969132246,9.92050686613748,9.43132363143093,9.84312210825178,9.56144987756234,9.42212367330187,9.7791288728741
"ST7L",8.83809608145557,8.88884250427655,8.81110269142183,8.73997892739189,8.75131802706898,8.81081086528391,8.6559688630932,8.84797193104643,8.78132319945867
"RPUSD1",10.9239147219125,10.6876586787206,10.6818700247582,10.9698621061182,10.5411895833204,10.9280789352267,10.69255415581,10.5730557702641,10.74166227735
"RHBDF1",9.92901276528901,9.97705045526057,10.1528297227874,10.0394838130297,9.93199615713053,9.95369184430224,10.0538765761418,9.95275983797517,9.81492390866071
"LUC7L",11.751678829616,11.4459481263683,11.5384708450451,11.6888369104292,11.3442618155885,11.5555540053715,11.3074499961624,11.4078455176739,11.5410807796304
"CACNA2D2",13.0326931705602,13.4183946238829,13.5391235465615,13.0924029086451,13.3078656460188,13.1599019432703,13.517970678363,13.3338435933673,12.953116892222
"BAIAP3",4.79468554153138,4.74106321182069,4.90642593828333,5.06032766021114,4.87592547711148,5.03203077543929,5.17464924866304,4.86077215156398,4.88524283130745
"TSR3",11.5795346277112,11.0705650419675,11.1436065496131,11.4090531112637,10.9394998038833,11.3805745081873,11.1832709185216,10.972402273495,11.3182463887685
"PIGQ",11.6419489096066,11.2987001677577,11.4771398808941,11.5133785606424,11.2164696997148,11.5031639962305,11.5049946567051,11.3519474203901,11.4316443967953
"CRAMP1",9.94708437819502,9.71941525971228,9.7886027854613,9.79144294729361,9.6657676723324,9.67494131051461,9.70645063345365,9.60062559766997,9.53382975878439
"TEAD3",10.1504817336457,10.0749316887529,10.1901546698363,10.0405805729191,10.0804095324179,10.0882769824747,10.3383586273418,10.1060154589206,9.97649716953946
"DNAJC11",10.820140214508,11.0536876504935,11.1031546350271,10.9050606277901,10.939500186824,10.8985006828055,11.1038716951305,11.0608186684225,10.8199521569816
"MYLIP",7.44611578736433,7.69737827628878,7.54720768860371,7.58804704631432,7.85324421789089,7.58974182443003,7.60009025752232,7.72519724013383,7.42354520068973
"NOX1",4.66342146574977,4.5955058940083,4.48325250205347,4.66721859648144,4.62955992122042,4.52590169915321,4.26517644553311,4.31219638821803,4.65490051475195
"E2F2",10.6287897972884,10.8523180541952,10.8211481832707,10.8331968178471,10.8588148347818,10.844019590027,11.2167868571067,11.075104693163,10.8514587710346
"PSMB1",12.8852008728079,12.3855857021284,12.3662124728765,12.8490552442638,12.3819438824307,12.7193543160694,12.4470316985518,12.4158312791021,12.7451852071862
"SYN1",7.58544888626327,7.72359305159678,7.62324760858513,7.84017306247914,7.84651632184053,7.88412869161433,8.96231414410823,8.7815693819214,8.78198323589269
"JARID2",10.1704797053856,10.6711756332093,10.5433341313207,10.2474523194856,10.7173264817843,10.4559776733887,10.749864199709,10.7523876122586,10.3790656972755
"CDKL5",8.76017085948744,9.22632716440853,9.12857775188241,8.98477003605119,9.37793594524548,9.06547349386934,9.45488787258988,9.51071485693211,8.85355002219984
"CAMK1G",6.18106264717728,6.13317248241987,6.1253809262872,5.70772416976921,5.8287786359162,5.77461928607772,6.25524260246934,6.10276533475693,5.71289997363339
"CDK11A",5.7817380545735,5.57815078859035,5.76976222546825,5.78902402817633,5.63793085305042,5.69187337133101,5.4948891571683,5.47411374174189,5.53608208756467
"NADK",11.5388849404057,11.6567015783365,11.6541747977289,11.4794301012041,11.5206377626206,11.5324698181853,11.8060386214757,11.7443638449094,11.5954100296871
"TFAP2B",13.4167911218539,13.6534129338447,13.6585190788868,13.1640737592317,13.364136281948,13.2007518390644,13.3619703917601,13.3779374216192,13.2111231584658
"DLEC1",3.53690807912969,3.4034644944646,3.39754882995872,3.23107033141649,3.25094671901295,3.33720394855327,3.21378304403692,3.32013195695242,3.26200998493499
"CYTH3",10.9555057285966,11.1349446398675,11.1604957694004,11.2821897903606,11.4836012291661,11.3138758126981,11.1953470669648,11.1642296495634,10.9362284140607
"ADAM22",12.2028005097757,12.752041013324,12.5941985849936,12.5098882151578,13.037013355914,12.5607876902873,12.7468711388049,12.9896012818259,12.440796486628
"SYPL1",11.6809627410915,11.6055459350956,11.4911002118427,11.4935963058586,11.5568942094833,11.5412098807515,10.9324579081207,11.2520163486193,11.4160466441703
"CYB561",14.3505918296466,14.2966876530969,14.3595358861718,14.1121699522779,14.0378537730049,14.1240059213219,14.559092466384,14.4581518320474,14.464904068497
"SPAG9",12.3319344321579,12.7252712393649,12.6542774408418,12.385661695336,12.7643493327776,12.3844523947837,12.6234217912133,12.7964485951225,12.4234189926638
"CELSR3",12.3261681438971,12.8226202521147,12.8941651600722,12.1739544714226,12.5864238739748,12.2218333904616,13.1078299772637,12.8708668152597,12.3066033049287
"AASS",7.13283926941648,7.2393299501947,7.19962364957949,6.78729745740622,6.92781324000002,6.72188929315584,6.33007410512452,6.43314619895541,6.34537868965871
"PLEKHG6",4.18816400954379,4.13571359930373,4.2938896617749,4.24110909199308,4.2554076359294,4.25449613014323,3.95793627026931,3.95505352996525,3.96749727433746
"SS18L2",9.65961072743385,9.14336327142575,9.14608253047925,9.53057191172031,9.08773991001299,9.29379211987747,8.63505198830643,8.94848959131103,9.45791952944652
"MPND",9.25888688050136,8.88493264242508,8.94008499004481,9.13935275975283,8.71531786917437,9.09804170296642,9.1204681818781,8.89525792208131,9.12446498153883
"CRY1",9.84119613685431,9.86090892508644,9.86901813777887,9.61806203010897,9.74912406479989,9.59660221026193,9.49800574293679,9.73917017655601,9.59426960578406
"NFIX",11.777897264351,12.1179971155076,12.1161473968237,11.6371368659727,11.9868144509585,11.8090846950051,12.0218918137452,11.8905923223676,11.5711138179671
"ST3GAL1",9.48884240896663,9.77261229166406,9.7325211197557,9.35110801903535,9.73071438527138,9.49459260426635,9.52580652769607,9.65426717610636,9.29837232038127
"MMP25",6.05205426039178,6.09324699409532,5.93566266105977,6.74394274893017,6.53749593074247,6.72663153576575,6.71123232220716,6.53748769183632,6.50218940434366
"IL32",13.3510734022515,12.8904513381405,12.9299261283366,13.2502771938577,12.8335674943474,13.1475095910418,12.975644882209,12.843854522612,13.2319280412957
"PKD1",11.8960930187252,12.5696489237345,12.664239248184,11.8933866126411,12.4593130135796,11.9830956505075,13.0528196639286,12.7998184518841,12.0098592706635
"MAPK8IP2",11.6943308473373,11.5945614614699,11.643669234267,11.2798670132182,11.2524086773156,11.3278976186902,12.1672214515841,12.0674846290463,12.0535282589406
"MED24",11.9296662005734,11.9848347546525,12.0667611432702,11.9238380219683,11.9822970313766,11.9423249163352,12.1768239222342,12.0928155401487,11.8904971703274
"RHOBTB2",11.0252070289139,10.8436152658462,10.9616005192949,10.7801554510609,10.7396313069067,10.761901136498,11.0307967380372,10.8573067508085,10.8523824935787
