"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","4/104","122/9397",0.0327868852459016,2.9624842370744,2.30801878083221,0.0461541893193657,0.391387525428221,0.361460177406401,"868/5600/84433/7124",4
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","7/104","300/9397",0.0233333333333333,2.10830128205128,2.06385684809326,0.0484213842696009,0.394820517890592,0.364630666969464,"23542/4804/7424/3481/5600/4217/7124",7
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","2/104","34/9397",0.0588235294117647,5.31504524886878,2.66641354108362,0.0541102030447203,0.424865297980767,0.392378080558206,"6097/4862",2
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","2/104","37/9397",0.0540540540540541,4.88409563409563,2.50416566945545,0.0628919328196591,0.476181777063134,0.439770658062278,"1373/339983",2
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","2/104","38/9397",0.0526315789473684,4.75556680161943,2.45393339649619,0.0659198855467983,0.480975285949262,0.444197632505277,"84618/4907",2
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","5/104","201/9397",0.0248756218905473,2.24765595101416,1.89148801992346,0.0719642799476605,0.480975285949262,0.444197632505277,"4804/5327/8013/4613/54738",5
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","4/104","142/9397",0.028169014084507,2.54523293607801,1.96272801841331,0.0724054723262888,0.480975285949262,0.444197632505277,"5327/5600/4217/7124",4
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","4/104","143/9397",0.027972027972028,2.52743410435718,1.94704486773769,0.0738833948996214,0.480975285949262,0.444197632505277,"2355/814/5600/7124",4
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","3/104","89/9397",0.0337078651685393,3.04570008643042,2.05125184484711,0.0756521540100277,0.480975285949262,0.444197632505277,"7143/63923/1293",3
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","2/104","42/9397",0.0476190476190476,4.30265567765568,2.26921817100402,0.0784971781567289,0.480975285949262,0.444197632505277,"1644/4128",2
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","4/104","148/9397",0.027027027027027,2.44204781704782,1.87056728500415,0.0815019956212282,0.480975285949262,0.444197632505277,"6932/80326/8324/7855",4
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","4/104","150/9397",0.0266666666666667,2.40948717948718,1.84084209027127,0.0846549640019248,0.480975285949262,0.444197632505277,"6932/80326/8324/7855",4
"hsa04382",NA,NA,"hsa04382","Cornified envelope formation","5/104","217/9397",0.0230414746543779,2.08193016660759,1.70576013942486,0.0925909242066212,0.480975285949262,0.444197632505277,"5652/1294/144501/140576/6284",5
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","4/104","155/9397",0.0258064516129032,2.3317617866005,1.76855927934258,0.0927957528111911,0.480975285949262,0.444197632505277,"6932/80326/8324/7855",4
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","3/104","98/9397",0.0306122448979592,2.76599293563579,1.85906288732651,0.0945177118677697,0.480975285949262,0.444197632505277,"814/4881/5587",3
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","2/104","47/9397",0.0425531914893617,3.8449263502455,2.06835155173651,0.095165052297987,0.480975285949262,0.444197632505277,"57452/3955",2
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","4/104","157/9397",0.0254777070063694,2.30205781479667,1.74042099732096,0.0961536414455287,0.480975285949262,0.444197632505277,"6720/5600/4217/7124",4
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","4/104","158/9397",0.0253164556962025,2.28748782862707,1.72651118866983,0.097853995827227,0.480975285949262,0.444197632505277,"80326/8324/7855/7124",4
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/104","101/9397",0.0297029702970297,2.68383472962681,1.79979191781944,0.101198739777079,0.480975285949262,0.444197632505277,"7424/5600/7124",3
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","4/104","160/9397",0.025,2.25889423076923,1.69900230441712,0.10129705922077,0.480975285949262,0.444197632505277,"57689/5789/4685/23705",4
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","2/104","49/9397",0.0408163265306122,3.68799058084772,1.99561443105091,0.102093810696777,0.480975285949262,0.444197632505277,"1644/4128",2
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","7/104","362/9397",0.0193370165745856,1.74721100722482,1.53371149593305,0.106049278088344,0.487566587864942,0.450284932189072,"4804/3566/7143/63923/7424/1293/3481",7
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","3/104","105/9397",0.0285714285714286,2.58159340659341,1.72403111609918,0.110392434988289,0.487566587864942,0.450284932189072,"84433/4050/7124",3
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","3/104","105/9397",0.0285714285714286,2.58159340659341,1.72403111609918,0.110392434988289,0.487566587864942,0.450284932189072,"868/5600/7124",3
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","3/104","109/9397",0.0275229357798165,2.48685603387438,1.65170038626638,0.11989666691984,0.518736599734819,0.479071536994421,"3566/6097/5600",3
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","2/104","58/9397",0.0344827586206897,3.11571618037135,1.70974531211847,0.13481507915777,0.571615935628944,0.527907467859899,"84618/4907",2
"hsa00533","Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","1/104","14/9397",0.0714285714285714,6.45398351648352,2.16031552082142,0.144368367361994,0.600119487857701,0.554231503185364,"8534",1
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","2/104","62/9397",0.032258064516129,2.91470223325062,1.60011108023601,0.150029345900072,0.611658102515677,0.564887820595411,"3955/23220",2
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/104","15/9397",0.0666666666666667,6.02371794871795,2.05983943707771,0.15385208150399,0.615408326015961,0.568351284205406,"6489",1
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","4/104","189/9397",0.0211640211640212,1.91229141229141,1.34026920372098,0.157064221095974,0.616622497636045,0.569472614500021,"2634/115361/5600/7124",4
"hsa00603","Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/104","16/9397",0.0625,5.64723557692308,1.9680689822385,0.16323167898039,0.629183926251687,0.581073536657466,"6489",1
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","3/104","128/9397",0.0234375,2.11771334134615,1.34688086721584,0.168735751896815,0.634867406063893,0.586322430625046,"84618/4907/4881",3
"hsa00910","Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","1/104","17/9397",0.0588235294117647,5.31504524886878,1.88372976796202,0.172508291855994,0.634867406063893,0.586322430625046,"1373",1
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","2/104","69/9397",0.0289855072463768,2.61900780379041,1.42787248184011,0.177402071778098,0.634867406063893,0.586322430625046,"5600/7124",2
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","2/104","69/9397",0.0289855072463768,2.61900780379041,1.42787248184011,0.177402071778098,0.634867406063893,0.586322430625046,"4881/358",2
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","3/104","132/9397",0.0227272727272727,2.05354020979021,1.28951255414516,0.179679454546385,0.634867406063893,0.586322430625046,"1644/5600/4128",3
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/104","203/9397",0.0197044334975369,1.78040924592649,1.18912738401674,0.187369042490947,0.647503996095256,0.597992766999591,"7143/63923/7424/1293",4
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","2/104","72/9397",0.0277777777777778,2.50988247863248,1.3604894504111,0.189364376216537,0.647503996095256,0.597992766999591,"5600/7124",2
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","3/104","140/9397",0.0214285714285714,1.93619505494506,1.18060721755898,0.20212011141905,0.66564221833733,0.614744054671019,"5327/814/8862",3
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","4/104","212/9397",0.0188679245283019,1.70482583454282,1.09804558355285,0.207785740494726,0.66564221833733,0.614744054671019,"4804/7424/5587/5600",4
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","2/104","78/9397",0.0256410256410256,2.31681459566075,1.23537122777328,0.21359270550523,0.66564221833733,0.614744054671019,"5600/7124",2
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","4/104","216/9397",0.0185185185185185,1.67325498575499,1.05894076015669,0.21706364577095,0.66564221833733,0.614744054671019,"7436/5600/4217/7124",4
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","1/104","22/9397",0.0454545454545455,4.10708041958042,1.54343520277752,0.217385363457209,0.66564221833733,0.614744054671019,"4128",1
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","2/104","79/9397",0.0253164556962025,2.28748782862707,1.2156415337301,0.217661773517553,0.66564221833733,0.614744054671019,"5600/7124",2
"hsa04081",NA,NA,"hsa04081","Hormone signaling","4/104","219/9397",0.0182648401826484,1.65033368458026,1.03013581130771,0.224096906554544,0.66564221833733,0.614744054671019,"4985/3481/4881/6752",4
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","1/104","23/9397",0.0434782608695652,3.92851170568562,1.48750561185365,0.226067168491923,0.66564221833733,0.614744054671019,"1373",1
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/104","23/9397",0.0434782608695652,3.92851170568562,1.48750561185365,0.226067168491923,0.66564221833733,0.614744054671019,"146664",1
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","1/104","23/9397",0.0434782608695652,3.92851170568562,1.48750561185365,0.226067168491923,0.66564221833733,0.614744054671019,"358",1
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","2/104","85/9397",0.0235294117647059,2.12601809954751,1.10317282656691,0.242202136658094,0.703381547555013,0.649597655636705,"84618/4907",2
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","2/104","86/9397",0.0232558139534884,2.1012969588551,1.08533974567849,0.246307454189858,0.705637571462836,0.651681173247704,"6932/1756",2
"hsa04820",NA,NA,"hsa04820","Cytoskeleton in muscle cells","4/104","232/9397",0.0172413793103448,1.55785809018568,0.910147328403252,0.255223358150129,0.721431359037697,0.666267292855073,"27295/1293/255631/1756",4
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","1/104","28/9397",0.0357142857142857,3.22699175824176,1.24842141874897,0.268065874690679,0.731970360450404,0.676000432193521,"284486",1
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","2/104","93/9397",0.021505376344086,1.94313482216708,0.966920145212105,0.275092483311912,0.731970360450404,0.676000432193521,"6932/55698",2
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","2/104","93/9397",0.021505376344086,1.94313482216708,0.966920145212105,0.275092483311912,0.731970360450404,0.676000432193521,"3566/5600",2
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","2/104","95/9397",0.0210526315789474,1.90222672064777,0.934973981226631,0.283316499053465,0.731970360450404,0.676000432193521,"5600/7124",2
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","2/104","95/9397",0.0210526315789474,1.90222672064777,0.934973981226631,0.283316499053465,0.731970360450404,0.676000432193521,"4050/7124",2
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","1/104","30/9397",0.0333333333333333,3.01185897435897,1.16753015675221,0.284226121830875,0.731970360450404,0.676000432193521,"7124",1
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","2/104","99/9397",0.0202020202020202,1.82536907536908,0.873335721831082,0.299739035911959,0.731970360450404,0.676000432193521,"1756/7124",2
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/104","32/9397",0.03125,2.82361778846154,1.09311316124294,0.300032925288674,0.731970360450404,0.676000432193521,"84532",1
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","1/104","32/9397",0.03125,2.82361778846154,1.09311316124294,0.300032925288674,0.731970360450404,0.676000432193521,"84532",1
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","1/104","32/9397",0.03125,2.82361778846154,1.09311316124294,0.300032925288674,0.731970360450404,0.676000432193521,"4804",1
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","1/104","32/9397",0.03125,2.82361778846154,1.09311316124294,0.300032925288674,0.731970360450404,0.676000432193521,"7124",1
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/104","100/9397",0.02,1.80711538461538,0.858369771870883,0.303836753394507,0.731970360450404,0.676000432193521,"53832/7124",2
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","2/104","100/9397",0.02,1.80711538461538,0.858369771870883,0.303836753394507,0.731970360450404,0.676000432193521,"3566/7124",2
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","2/104","103/9397",0.0194174757281553,1.75448095593727,0.814471262651076,0.316104154188516,0.751911098461207,0.694416406721869,"5600/7124",2
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","2/104","105/9397",0.019047619047619,1.72106227106227,0.78600086898066,0.324256979056983,0.751911098461207,0.694416406721869,"1756/7124",2
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","2/104","106/9397",0.0188679245283019,1.70482583454282,0.771993639118626,0.328324612008387,0.751911098461207,0.694416406721869,"6932/5327",2
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","1/104","36/9397",0.0277777777777778,2.50988247863248,0.96015971007238,0.330616664107198,0.751911098461207,0.694416406721869,"57452",1
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","1/104","37/9397",0.027027027027027,2.44204781704782,0.929721350181204,0.338053462198519,0.751911098461207,0.694416406721869,"7124",1
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/104","37/9397",0.027027027027027,2.44204781704782,0.929721350181204,0.338053462198519,0.751911098461207,0.694416406721869,"6932",1
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","2/104","109/9397",0.018348623853211,1.65790402258292,0.730844347717275,0.340488044586207,0.751911098461207,0.694416406721869,"5600/7124",2
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","2/104","109/9397",0.018348623853211,1.65790402258292,0.730844347717275,0.340488044586207,0.751911098461207,0.694416406721869,"6720/7124",2
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","2/104","112/9397",0.0178571428571429,1.61349587912088,0.690939326504555,0.352585069618316,0.759258326169308,0.70120183052379,"5600/7124",2
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","1/104","39/9397",0.0256410256410256,2.31681459566075,0.871717209329258,0.352682440604538,0.759258326169308,0.70120183052379,"7124",1
"hsa05034","Human Diseases","Substance dependence","hsa05034","Alcoholism","3/104","191/9397",0.0157068062827225,1.41920056383407,0.619174784380182,0.354559312692271,0.759258326169308,0.70120183052379,"1644/814/4128",3
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","2/104","115/9397",0.0173913043478261,1.57140468227425,0.652202017753403,0.364606970424274,0.762440873975548,0.704141025617934,"1644/4128",2
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","1/104","41/9397",0.024390243902439,2.20379924953096,0.817167517709518,0.366991159973154,0.762440873975548,0.704141025617934,"4128",1
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","2/104","117/9397",0.0170940170940171,1.54454306377383,0.626991103221605,0.372575818134737,0.762440873975548,0.704141025617934,"1373/84532",2
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","3/104","197/9397",0.0152284263959391,1.37597618117923,0.564169673045089,0.37273659057514,0.762440873975548,0.704141025617934,"57576/4647/4648",3
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","1/104","42/9397",0.0238095238095238,2.15132783882784,0.791064618187938,0.374027598554042,0.762440873975548,0.704141025617934,"7018",1
"hsa04940","Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","1/104","44/9397",0.0227272727272727,2.05354020979021,0.740989735335482,0.387868903668336,0.781973790093867,0.722180362251536,"7124",1
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","2/104","122/9397",0.0163934426229508,1.4812421185372,0.565974404649054,0.392321634868657,0.781973790093867,0.722180362251536,"6752/5600",2
"hsa05332","Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","1/104","45/9397",0.0222222222222222,2.00790598290598,0.716942351750318,0.394675450660584,0.781973790093867,0.722180362251536,"7124",1
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","1/104","47/9397",0.0212765957446809,1.92246317512275,0.670659941520201,0.408064466826989,0.793666669424969,0.732979148525542,"84532",1
"hsa04930","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","1/104","47/9397",0.0212765957446809,1.92246317512275,0.670659941520201,0.408064466826989,0.793666669424969,0.732979148525542,"7124",1
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","2/104","130/9397",0.0153846153846154,1.39008875739645,0.473778920012281,0.423327094856284,0.798141030909503,0.737111379092192,"7424/5600",2
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","1/104","50/9397",0.02,1.80711538461538,0.605333503466697,0.427599930318483,0.798141030909503,0.737111379092192,"4128",1
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","1/104","50/9397",0.02,1.80711538461538,0.605333503466697,0.427599930318483,0.798141030909503,0.737111379092192,"7124",1
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","5/104","391/9397",0.0127877237851662,1.1554446193193,0.332130153454576,0.436482168071793,0.798141030909503,0.737111379092192,"80326/8324/7855/4217/7124",5
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","6/104","483/9397",0.0124223602484472,1.12243191591018,0.292241643345007,0.446292208642348,0.798141030909503,0.737111379092192,"80326/8324/7855/5600/4217/7124",6
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","2/104","137/9397",0.0145985401459854,1.31906232453678,0.397961006234909,0.449789455441704,0.798141030909503,0.737111379092192,"4217/7124",2
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","2/104","138/9397",0.0144927536231884,1.30950390189521,0.387466210070778,0.453515091328349,0.798141030909503,0.737111379092192,"6720/868",2
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","2/104","138/9397",0.0144927536231884,1.30950390189521,0.387466210070778,0.453515091328349,0.798141030909503,0.737111379092192,"5600/7124",2
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","1/104","55/9397",0.0181818181818182,1.64283216783217,0.505788813062032,0.458749886988495,0.798141030909503,0.737111379092192,"146664",1
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","3/104","226/9397",0.0132743362831858,1.19941286589517,0.321003119621321,0.458752895316729,0.798141030909503,0.737111379092192,"814/4881/6752",3
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","3/104","227/9397",0.013215859030837,1.19412910877669,0.313205317413392,0.4616406142816,0.798141030909503,0.737111379092192,"5587/5600/4217",3
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","1/104","56/9397",0.0178571428571429,1.61349587912088,0.487101180940844,0.464775364589993,0.798141030909503,0.737111379092192,"57758",1
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/104","56/9397",0.0178571428571429,1.61349587912088,0.487101180940844,0.464775364589993,0.798141030909503,0.737111379092192,"7124",1
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","2/104","144/9397",0.0138888888888889,1.25494123931624,0.326129633759914,0.475566898255228,0.798141030909503,0.737111379092192,"7436/4217",2
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","1/104","59/9397",0.0169491525423729,1.53145371577575,0.433186310865123,0.482456046652693,0.798141030909503,0.737111379092192,"4881",1
