gene	STRING_id
OLFM1	9606.ENSP00000360858
ASS1	9606.ENSP00000361471
ARHGEF16	9606.ENSP00000367629
SESN2	9606.ENSP00000253063
SMPDL3B	9606.ENSP00000363001
CASZ1	9606.ENSP00000366221
ULBP2	9606.ENSP00000356320
AKAP12	9606.ENSP00000384537
EPS8L1	9606.ENSP00000201647
RFTN1	9606.ENSP00000334153
KCNC3	9606.ENSP00000434241
LRRC4B	9606.ENSP00000471502
MAP1B	9606.ENSP00000296755
RTBDN	9606.ENSP00000326253
EMILIN2	9606.ENSP00000254528
POPDC3	9606.ENSP00000254765
SNAP25	9606.ENSP00000254976
BCAN	9606.ENSP00000331210
SYT11	9606.ENSP00000357307
LPIN3	9606.ENSP00000362354
DMGDH	9606.ENSP00000255189
CHRM3	9606.ENSP00000255380
TMCC2	9606.ENSP00000350718
DCLK1	9606.ENSP00000255448
CCNA1	9606.ENSP00000255465
STARD13	9606.ENSP00000338785
MORC4	9606.ENSP00000347821
BEX2	9606.ENSP00000442521
SPINK5	9606.ENSP00000352936
BMAL1	9606.ENSP00000384517
UNC79	9606.ENSP00000256339
TTC9	9606.ENSP00000256367
CAMK1	9606.ENSP00000256460
BHLHE40	9606.ENSP00000256495
CHL1	9606.ENSP00000256509
LDHA	9606.ENSP00000445175
ANO3	9606.ENSP00000256737
CRB1	9606.ENSP00000356370
RAX	9606.ENSP00000334813
CYP2J2	9606.ENSP00000360247
BICDL1	9606.ENSP00000380690
PRPH	9606.ENSP00000257860
ITGA7	9606.ENSP00000452120
MAP7	9606.ENSP00000482335
SEMA4F	9606.ENSP00000350547
KIAA0513	9606.ENSP00000457408
NTPCR	9606.ENSP00000355587
NIBAN1	9606.ENSP00000356481
HTR2B	9606.ENSP00000258400
ARMC9	9606.ENSP00000484804
ALDH1L2	9606.ENSP00000258494
DRAM1	9606.ENSP00000258534
SLC41A2	9606.ENSP00000258538
LCP1	9606.ENSP00000381581
GPNMB	9606.ENSP00000371420
NACAD	9606.ENSP00000420477
ZFHX2	9606.ENSP00000413418
SCN2A	9606.ENSP00000364586
GATA4	9606.ENSP00000334458
TMOD1	9606.ENSP00000259365
DNAJB5	9606.ENSP00000404079
GMPR	9606.ENSP00000259727
TMEM63B	9606.ENSP00000259746
FRS3	9606.ENSP00000362109
KIAA0319	9606.ENSP00000367459
TUBB2A	9606.ENSP00000369703
TUBB2B	9606.ENSP00000259818
TLR2	9606.ENSP00000260010
SLCO2B1	9606.ENSP00000289575
SYTL2	9606.ENSP00000318803
CASP1	9606.ENSP00000433138
PARP6	9606.ENSP00000456348
PAQR5	9606.ENSP00000378803
TMEM62	9606.ENSP00000260403
PAK6	9606.ENSP00000406873
STRA6	9606.ENSP00000456609
BCAR3	9606.ENSP00000359264
IFI44L	9606.ENSP00000359787
IFI44	9606.ENSP00000359783
SLC44A5	9606.ENSP00000359892
KHK	9606.ENSP00000260599
SIX3	9606.ENSP00000260653
STAMBPL1	9606.ENSP00000360994
ZNF365	9606.ENSP00000387091
SMARCAL1	9606.ENSP00000349823
COX17	9606.ENSP00000261070
FGF5	9606.ENSP00000311697
LEF1	9606.ENSP00000265165
ERP27	9606.ENSP00000266397
GABARAPL1	9606.ENSP00000266458
PRICKLE1	9606.ENSP00000345064
C1RL	9606.ENSP00000266542
CLSTN3	9606.ENSP00000266546
KLRG1	9606.ENSP00000349477
INHBE	9606.ENSP00000266646
GLIPR1	9606.ENSP00000266659
FOXN4	9606.ENSP00000299162
SLAIN1	9606.ENSP00000400921
SRRM4	9606.ENSP00000267260
RAB20	9606.ENSP00000267328
RTN1	9606.ENSP00000267484
ADAM21	9606.ENSP00000474385
STON2	9606.ENSP00000450857
AK7	9606.ENSP00000267584
DISP2	9606.ENSP00000267889
ARRDC4	9606.ENSP00000268042
PCSK6	9606.ENSP00000482760
CCDC33	9606.ENSP00000381795
NLRC5	9606.ENSP00000262510
NUDT7	9606.ENSP00000268533
OSGIN1	9606.ENSP00000355374
TOM1L1	9606.ENSP00000460823
ASXL3	9606.ENSP00000269197
SLC16A3	9606.ENSP00000463978
LMTK3	9606.ENSP00000270238
CACNG8	9606.ENSP00000270458
ATP1B1	9606.ENSP00000356790
NECTIN4	9606.ENSP00000356991
TUFT1	9606.ENSP00000357842
ECM1	9606.ENSP00000358045
CGN	9606.ENSP00000271636
SUSD4	9606.ENSP00000344219
HHIPL2	9606.ENSP00000342118
AQP10	9606.ENSP00000318355
MAP3K21	9606.ENSP00000355583
CNIH3	9606.ENSP00000272133
ARL8A	9606.ENSP00000272217
ABHD1	9606.ENSP00000326491
UNC80	9606.ENSP00000391088
ESPNL	9606.ENSP00000339115
CPNE9	9606.ENSP00000373343
RETREG2	9606.ENSP00000395249
MARCHF4	9606.ENSP00000273067
GRIP2	9606.ENSP00000480660
CNTN4	9606.ENSP00000380602
POMGNT2	9606.ENSP00000344125
MYH15	9606.ENSP00000273353
TAGLN3	9606.ENSP00000377494
TCTA	9606.ENSP00000273590
STXBP5L	9606.ENSP00000273666
MUC4	9606.ENSP00000417498
PDGFC	9606.ENSP00000422464
PLK2	9606.ENSP00000274289
LHFPL2	9606.ENSP00000369702
IQGAP2	9606.ENSP00000274364
TNIP1	9606.ENSP00000317891
CPLX2	9606.ENSP00000352544
TTBK1	9606.ENSP00000259750
TPBG	9606.ENSP00000358765
SCML4	9606.ENSP00000358016
VIP	9606.ENSP00000356213
SH3KBP1	9606.ENSP00000380921
IGSF1	9606.ENSP00000359940
ARHGAP36	9606.ENSP00000276211
MCPH1	9606.ENSP00000342924
FBXO25	9606.ENSP00000372274
ATP6V1B2	9606.ENSP00000276390
GINS4	9606.ENSP00000276533
SYBU	9606.ENSP00000407118
GSN	9606.ENSP00000362924
HMCN2	9606.ENSP00000485357
CACNA1B	9606.ENSP00000360423
FAM13C	9606.ENSP00000481854
INA	9606.ENSP00000358865
NCAM1	9606.ENSP00000480132
DRD2	9606.ENSP00000354859
GLB1L2	9606.ENSP00000444628
PLCH2	9606.ENSP00000367747
FEZ1	9606.ENSP00000278919
KIAA1755	9606.ENSP00000279024
ALDOA	9606.ENSP00000378669
TLCD3B	9606.ENSP00000369863
LYPD1	9606.ENSP00000380605
NOCT	9606.ENSP00000280614
CACNA1C	9606.ENSP00000266376
AKAP6	9606.ENSP00000280979
VIPAS39	9606.ENSP00000452181
PARP8	9606.ENSP00000281631
GFRA1	9606.ENSP00000347591
BAG3	9606.ENSP00000358081
ASTN1	9606.ENSP00000354536
CYSLTR2	9606.ENSP00000282018
GJA1	9606.ENSP00000282561
NRSN1	9606.ENSP00000367739
CIBAR2	9606.ENSP00000443411
DDAH1	9606.ENSP00000284031
AK5	9606.ENSP00000346577
JPH3	9606.ENSP00000284262
UBASH3B	9606.ENSP00000284273
TNIK	9606.ENSP00000399511
FAM167A	9606.ENSP00000284486
NEIL2	9606.ENSP00000284503
L3MBTL4	9606.ENSP00000382976
RAB6B	9606.ENSP00000285208
CNTNAP5	9606.ENSP00000399013
PTPRN2	9606.ENSP00000374069
GOLGA7B	9606.ENSP00000359634
PIK3AP1	9606.ENSP00000339826
DEPTOR	9606.ENSP00000286234
KIF5A	9606.ENSP00000408979
TSPAN7	9606.ENSP00000367743
PCDH1	9606.ENSP00000287008
PPP2R2B	9606.ENSP00000377936
HK1	9606.ENSP00000402103
LRFN2	9606.ENSP00000345985
LHFPL4	9606.ENSP00000287585
MPV17L	9606.ENSP00000379669
NMNAT2	9606.ENSP00000287713
ATP2B2	9606.ENSP00000353414
NRG1	9606.ENSP00000384620
CACNA2D3	9606.ENSP00000419101
ETS2	9606.ENSP00000353344
SNX22	9606.ENSP00000323435
DPYSL5	9606.ENSP00000288699
DRC1	9606.ENSP00000288710
TNFRSF14	9606.ENSP00000347948
MEGF11	9606.ENSP00000386908
GALNT14	9606.ENSP00000314500
CLSTN2	9606.ENSP00000402460
KCNB1	9606.ENSP00000360806
GPAT4	9606.ENSP00000380184
PKD1L1	9606.ENSP00000289672
DMTN	9606.ENSP00000427866
SV2A	9606.ENSP00000358142
C1R	9606.ENSP00000438615
CELF3	9606.ENSP00000290583
DRC7	9606.ENSP00000353942
TPPP3	9606.ENSP00000462435
CARMIL2	9606.ENSP00000334958
ZNF233	9606.ENSP00000375820
PTGIR	9606.ENSP00000291294
FNDC5	9606.ENSP00000362570
CILP2	9606.ENSP00000291495
SLC37A1	9606.ENSP00000344648
S100B	9606.ENSP00000291700
SPTBN4	9606.ENSP00000263373
BRSK1	9606.ENSP00000310649
CHRNB2	9606.ENSP00000357461
FGFR4	9606.ENSP00000292408
FBXO27	9606.ENSP00000292853
ZNF385A	9606.ENSP00000338927
MPP3	9606.ENSP00000381425
NAGS	9606.ENSP00000293404
SHANK1	9606.ENSP00000293441
PLCD3	9606.ENSP00000479636
IP6K3	9606.ENSP00000398861
SHANK2	9606.ENSP00000469689
PDZK1IP1	9606.ENSP00000294338
ELAVL4	9606.ENSP00000349594
AK4	9606.ENSP00000378743
DRAXIN	9606.ENSP00000294485
ALPL	9606.ENSP00000363973
VCAM1	9606.ENSP00000294728
KCNJ9	9606.ENSP00000357067
PEA15	9606.ENSP00000357055
KLHDC9	9606.ENSP00000356990
ATF3	9606.ENSP00000344352
SGPP2	9606.ENSP00000315137
ELF3	9606.ENSP00000352673
NFASC	9606.ENSP00000344786
CAMK2N2	9606.ENSP00000296238
SPRY1	9606.ENSP00000481675
BSN	9606.ENSP00000296452
HSPA4L	9606.ENSP00000296464
CAMKV	9606.ENSP00000419195
GRM2	9606.ENSP00000378492
IL15	9606.ENSP00000296545
ITGA2	9606.ENSP00000296585
EDIL3	9606.ENSP00000296591
F2RL1	9606.ENSP00000296677
ENPP6	9606.ENSP00000296741
COG5	9606.ENSP00000297135
GPR85	9606.ENSP00000297146
BMPER	9606.ENSP00000297161
RELL2	9606.ENSP00000297164
CTSB	9606.ENSP00000345672
BAALC	9606.ENSP00000312457
SYK	9606.ENSP00000364907
NFIL3	9606.ENSP00000297689
RASEF	9606.ENSP00000365630
PGAP4	9606.ENSP00000363984
PHYHIPL	9606.ENSP00000362987
TMEM63C	9606.ENSP00000298351
SOHLH1	9606.ENSP00000404438
COMTD1	9606.ENSP00000361616
BORCS5	9606.ENSP00000321546
HSPA12A	9606.ENSP00000358211
ADAMTS15	9606.ENSP00000299164
SVOP	9606.ENSP00000479104
SPINT1	9606.ENSP00000342098
LARP6	9606.ENSP00000299213
SCN3B	9606.ENSP00000376523
SMPD1	9606.ENSP00000340409
IQCD	9606.ENSP00000299732
HTR3A	9606.ENSP00000347754
CACNG2	9606.ENSP00000300105
MAP1A	9606.ENSP00000300231
AKTIP	9606.ENSP00000378152
NAT16	9606.ENSP00000300303
PIP5KL1	9606.ENSP00000373399
ISLR2	9606.ENSP00000355402
TMC4	9606.ENSP00000477627
TMEM145	9606.ENSP00000301204
ATCAY	9606.ENSP00000390941
ANGPTL4	9606.ENSP00000301455
ABCA3	9606.ENSP00000301732
BEST1	9606.ENSP00000399709
DDIT4	9606.ENSP00000307305
GNG4	9606.ENSP00000375727
KIF5C	9606.ENSP00000393379
BDKRB2	9606.ENSP00000450482
HR	9606.ENSP00000370826
LGI3	9606.ENSP00000302297
PHYHIP	9606.ENSP00000415491
CHRM1	9606.ENSP00000306490
LRP1B	9606.ENSP00000374135
NSG1	9606.ENSP00000388823
FSTL5	9606.ENSP00000305334
SLC35G2	9606.ENSP00000400839
INPP5D	9606.ENSP00000405338
CPLX1	9606.ENSP00000305613
AFAP1L2	9606.ENSP00000303042
RAB3B	9606.ENSP00000360718
RGS14	9606.ENSP00000386229
CXCL10	9606.ENSP00000305651
GPRIN1	9606.ENSP00000305839
KCNAB1	9606.ENSP00000419952
CRADD	9606.ENSP00000439068
KCNK9	9606.ENSP00000430676
LDB2	9606.ENSP00000306772
LINGO1	9606.ENSP00000347451
OTUD7A	9606.ENSP00000305926
NSG2	9606.ENSP00000307722
FOS	9606.ENSP00000306245
HAS2	9606.ENSP00000306991
XKR6	9606.ENSP00000416707
SOX7	9606.ENSP00000301921
CDC42BPG	9606.ENSP00000345133
SOSTDC1	9606.ENSP00000304930
KCNK3	9606.ENSP00000306275
TPPP	9606.ENSP00000353785
CDK5R2	9606.ENSP00000304250
ETFDH	9606.ENSP00000426638
MAP6	9606.ENSP00000307093
CXXC5	9606.ENSP00000302543
PIK3CD	9606.ENSP00000366563
ENC1	9606.ENSP00000479101
P2RY6	9606.ENSP00000480966
COL8A2	9606.ENSP00000380901
PRNP	9606.ENSP00000368752
SCG2	9606.ENSP00000304133
ZNF556	9606.ENSP00000302603
GAP43	9606.ENSP00000377372
LRRC15	9606.ENSP00000413707
FRMD3	9606.ENSP00000303508
ID4	9606.ENSP00000367972
GPR22	9606.ENSP00000302676
GTPBP2	9606.ENSP00000303997
CARNS1	9606.ENSP00000389009
CES3	9606.ENSP00000304782
ABLIM3	9606.ENSP00000425394
GLRX	9606.ENSP00000369314
KCNH6	9606.ENSP00000463533
GPR160	9606.ENSP00000348161
C1QTNF1	9606.ENSP00000340864
TLR1	9606.ENSP00000354932
ZCCHC12	9606.ENSP00000308921
TTC9B	9606.ENSP00000311760
UGT8	9606.ENSP00000311648
SLC29A2	9606.ENSP00000350024
BRSK2	9606.ENSP00000371614
SEZ6L2	9606.ENSP00000481917
ASPHD1	9606.ENSP00000311447
KCTD13	9606.ENSP00000455785
FUT1	9606.ENSP00000312021
GRAMD2A	9606.ENSP00000311657
NRIP3	9606.ENSP00000310205
NR2F1	9606.ENSP00000325819
PRR18	9606.ENSP00000319590
RIMS2	9606.ENSP00000262231
PLAAT3	9606.ENSP00000320337
KBTBD11	9606.ENSP00000321544
MYO1D	9606.ENSP00000324527
NCKAP5	9606.ENSP00000387128
BASP1	9606.ENSP00000319281
GRIN1	9606.ENSP00000360608
ZDHHC22	9606.ENSP00000318222
RIMKLA	9606.ENSP00000414330
CLVS1	9606.ENSP00000428402
PPFIA3	9606.ENSP00000335614
ST8SIA3	9606.ENSP00000320431
RPRM	9606.ENSP00000314946
PGBD5	9606.ENSP00000431404
SRRM3	9606.ENSP00000480851
AMER3	9606.ENSP00000392700
DNAJC22	9606.ENSP00000446830
GLDC	9606.ENSP00000370737
MPI	9606.ENSP00000318318
HES7	9606.ENSP00000446205
GGN	9606.ENSP00000334940
TMEM151A	9606.ENSP00000326244
HTR1D	9606.ENSP00000363748
PLD6	9606.ENSP00000317177
PIPOX	9606.ENSP00000317721
MYADM	9606.ENSP00000375649
TDRP	9606.ENSP00000430325
BHLHA15	9606.ENSP00000476312
RNF182	9606.ENSP00000420465
MB21D2	9606.ENSP00000376246
CHRM4	9606.ENSP00000409378
ZFP3	9606.ENSP00000320347
GREM2	9606.ENSP00000318650
CHRM2	9606.ENSP00000399745
PJA1	9606.ENSP00000355014
TMEM45A	9606.ENSP00000319009
PHLDA2	9606.ENSP00000319231
ADGRB1	9606.ENSP00000430945
FAM89A	9606.ENSP00000355614
SHMT2	9606.ENSP00000333667
HHIPL1	9606.ENSP00000330601
C1S	9606.ENSP00000385035
CLN8	9606.ENSP00000328182
TSHZ2	9606.ENSP00000360552
CAPN12	9606.ENSP00000331636
BGN	9606.ENSP00000327336
C12ORF60	9606.ENSP00000331691
NKX2-5	9606.ENSP00000327758
ARHGEF37	9606.ENSP00000328083
GPR19	9606.ENSP00000441832
TMEM121B	9606.ENSP00000329318
EPHA10	9606.ENSP00000362139
TENT5C	9606.ENSP00000358458
MARCHF11	9606.ENSP00000333181
NPW	9606.ENSP00000330070
CNTN2	9606.ENSP00000330633
SIX6	9606.ENSP00000328596
C14ORF180	9606.ENSP00000333041
NELL2	9606.ENSP00000416341
JAG2	9606.ENSP00000328169
USP18	9606.ENSP00000215794
MANEAL	9606.ENSP00000362136
TNFAIP2	9606.ENSP00000452634
STAC3	9606.ENSP00000329200
AHNAK2	9606.ENSP00000353114
NDUFA4L2	9606.ENSP00000377411
SHC4	9606.ENSP00000329668
PMEL	9606.ENSP00000402758
SYN3	9606.ENSP00000351614
IKZF1	9606.ENSP00000331614
TRIM69	9606.ENSP00000453177
NBPF6	9606.ENSP00000402703
GSAP	9606.ENSP00000257626
ANKRD37	9606.ENSP00000335147
BTN3A2	9606.ENSP00000348751
MYT1L	9606.ENSP00000396103
FAM86B1	9606.ENSP00000407067
PDE2A	9606.ENSP00000334910
CARMIL3	9606.ENSP00000340467
PDZD7	9606.ENSP00000480489
MAPT	9606.ENSP00000340820
C1QL4	9606.ENSP00000335285
AKR1C1	9606.ENSP00000370254
SHTN1	9606.ENSP00000347532
EPOR	9606.ENSP00000222139
TLR5	9606.ENSP00000440643
ERC2	9606.ENSP00000288221
SLC18A3	9606.ENSP00000363229
THSD4	9606.ENSP00000347484
GABRD	9606.ENSP00000367848
DNER	9606.ENSP00000345229
S100A3	9606.ENSP00000357702
INSC	9606.ENSP00000368872
RHCE	9606.ENSP00000294413
