gene	STRING_id
NFIA	9606.ENSP00000360231
B3GALT2	9606.ENSP00000356404
GBP2	9606.ENSP00000359497
ATXN7L2	9606.ENSP00000358886
GBP4	9606.ENSP00000359490
HFM1	9606.ENSP00000359454
VSNL1	9606.ENSP00000384719
FZD5	9606.ENSP00000354607
KRTCAP2	9606.ENSP00000295682
IFI16	9606.ENSP00000357113
RYBP	9606.ENSP00000419494
PTX3	9606.ENSP00000295927
SHISA5	9606.ENSP00000296444
FBXO8	9606.ENSP00000377280
HPGD	9606.ENSP00000296522
GASK1B	9606.ENSP00000377396
STARD4	9606.ENSP00000296632
GPX8	9606.ENSP00000423822
ALDH7A1	9606.ENSP00000387123
TP53INP1	9606.ENSP00000344215
INTS8	9606.ENSP00000430338
TMEM67	9606.ENSP00000389998
FBXO33	9606.ENSP00000298097
SLC16A9	9606.ENSP00000378757
DRGX	9606.ENSP00000363254
VSTM4	9606.ENSP00000331062
STOX1	9606.ENSP00000298596
ARHGAP42	9606.ENSP00000298815
NELL1	9606.ENSP00000298925
HIF1AN	9606.ENSP00000299163
GABRB3	9606.ENSP00000308725
CYB5R2	9606.ENSP00000437041
BEAN1	9606.ENSP00000442793
NKX3-1	9606.ENSP00000370253
IGF2	9606.ENSP00000391826
PROCA1	9606.ENSP00000301039
KRT80	9606.ENSP00000378292
RCOR2	9606.ENSP00000301459
KCNJ4	9606.ENSP00000306497
INSM2	9606.ENSP00000306523
KCNG4	9606.ENSP00000312129
GBX2	9606.ENSP00000302251
COL3A1	9606.ENSP00000304408
ATOH8	9606.ENSP00000304676
HNRNPH1	9606.ENSP00000349168
MN1	9606.ENSP00000304956
NPR1	9606.ENSP00000357669
SDC2	9606.ENSP00000307046
TRIM56	9606.ENSP00000305161
IFFO2	9606.ENSP00000387941
MYO7B	9606.ENSP00000415090
ZNF804A	9606.ENSP00000303252
GPRC5C	9606.ENSP00000376403
GTSF1	9606.ENSP00000446485
MTSS1	9606.ENSP00000322804
APLN	9606.ENSP00000391800
COL24A1	9606.ENSP00000359603
LPAR3	9606.ENSP00000395389
GATM	9606.ENSP00000379895
ZNF217	9606.ENSP00000360526
B3GALT1	9606.ENSP00000376456
LRRN3	9606.ENSP00000397312
HSPB7	9606.ENSP00000310111
SUSD5	9606.ENSP00000308727
SLCO4C1	9606.ENSP00000309741
GALNTL6	9606.ENSP00000423313
IGDCC3	9606.ENSP00000332773
PABPC5	9606.ENSP00000308012
FZD4	9606.ENSP00000434034
CTBP2	9606.ENSP00000311825
GOLGA8A	9606.ENSP00000352111
ZNF519	9606.ENSP00000464872
DENND2C	9606.ENSP00000376955
ZNF135	9606.ENSP00000441410
BDNF	9606.ENSP00000414303
BOK	9606.ENSP00000314132
VSIG10	9606.ENSP00000352172
DSCAML1	9606.ENSP00000315465
TBL1XR1	9606.ENSP00000405574
FAM20C	9606.ENSP00000322323
PARD6G	9606.ENSP00000343144
SHISA3	9606.ENSP00000326445
NEUROG2	9606.ENSP00000317333
ERFE	9606.ENSP00000442304
MSC	9606.ENSP00000321445
NSUN7	9606.ENSP00000371201
GIPC3	9606.ENSP00000319254
FZD2	9606.ENSP00000323901
NRIP1	9606.ENSP00000383063
TSPYL5	9606.ENSP00000322802
SHISA2	9606.ENSP00000313079
S1PR5	9606.ENSP00000328472
SOX2	9606.ENSP00000323588
RAP2B	9606.ENSP00000319096
BACE2	9606.ENSP00000332979
SYNM	9606.ENSP00000336775
EPHB3	9606.ENSP00000332118
SLC35D3	9606.ENSP00000333591
COL18A1	9606.ENSP00000347665
GJC1	9606.ENSP00000411528
CADM1	9606.ENSP00000329797
DIABLO	9606.ENSP00000398495
KCNJ12	9606.ENSP00000463778
OAF	9606.ENSP00000332613
ALDH1A3	9606.ENSP00000332256
H2AC20	9606.ENSP00000332194
PRKD1	9606.ENSP00000333568
MAP7D2	9606.ENSP00000368964
TAFA3	9606.ENSP00000358644
ANO9	9606.ENSP00000332788
IFITM2	9606.ENSP00000484689
PRPF39	9606.ENSP00000348010
HS6ST3	9606.ENSP00000365895
GPRIN3	9606.ENSP00000476603
DLK1	9606.ENSP00000340292
EDARADD	9606.ENSP00000335076
GLDN	9606.ENSP00000335196
QRFPR	9606.ENSP00000377948
FANCM	9606.ENSP00000267430
TMEM215	9606.ENSP00000345468
PLSCR1	9606.ENSP00000345494
SLC38A3	9606.ENSP00000481301
CIBAR1	9606.ENSP00000429367
S100A16	9606.ENSP00000357693
NOXA1	9606.ENSP00000342848
H1-0	9606.ENSP00000344504
S100A13	9606.ENSP00000357688
MAOA	9606.ENSP00000340684
SPOCK3	9606.ENSP00000349677
NUDT11	9606.ENSP00000365160
EPHB4	9606.ENSP00000350896
AJAP1	9606.ENSP00000367433
CRACDL	9606.ENSP00000380996
SLC6A17	9606.ENSP00000330199
DIO3	9606.ENSP00000427336
MAP3K5	9606.ENSP00000351908
MIER1	9606.ENSP00000383820
NRARP	9606.ENSP00000349041
TOGARAM1	9606.ENSP00000355045
MT-ND2	9606.ENSP00000355046
APCDD1L	9606.ENSP00000360191
INPP5F	9606.ENSP00000354519
MT-ND1	9606.ENSP00000354687
MT-ATP6	9606.ENSP00000354632
MT-CO3	9606.ENSP00000354982
SOWAHA	9606.ENSP00000367965
DMD	9606.ENSP00000354923
SOX18	9606.ENSP00000341815
MAFB	9606.ENSP00000362410
PJVK	9606.ENSP00000386647
SP5	9606.ENSP00000364430
HLA-E	9606.ENSP00000365817
CD177	9606.ENSP00000479536
TRIQK	9606.ENSP00000429517
CYS1	9606.ENSP00000371234
EMP2	9606.ENSP00000352540
LCNL1	9606.ENSP00000386162
NPEPL1	9606.ENSP00000348395
TNFRSF25	9606.ENSP00000367013
TAFA5	9606.ENSP00000383933
ZGLP1	9606.ENSP00000384434
CCNL2	9606.ENSP00000383611
BTBD19	9606.ENSP00000395461
LTB	9606.ENSP00000410481
MT-ATP8	9606.ENSP00000355265
NPIPA9	9606.ENSP00000370908
ZNF736	9606.ENSP00000400852
CLEC2L	9606.ENSP00000390661
AQP1	9606.ENSP00000311165
HAUS5	9606.ENSP00000439056
FOXD1	9606.ENSP00000481581
MALAT1	9606.ENSP00000485396
TMEM200B	9606.ENSP00000428544
ZNF260	9606.ENSP00000429803
TRIL	9606.ENSP00000479256
LSM14A	9606.ENSP00000446271
SPON1	9606.ENSP00000460236
MYZAP	9606.ENSP00000267853
NOTCH2NLA	9606.ENSP00000464060
FAM156A	9606.ENSP00000482142
NBPF10	9606.ENSP00000463957
MMP28	9606.ENSP00000473853
CD24	9606.ENSP00000483985
DOC2B	9606.ENSP00000482950
DACH1	9606.ENSP00000482245
