"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0043204","perikaryon","9/307","151/19894",0.0596026490066225,3.86232931380374,4.42014856478513,0.000574936863117624,0.0157414313063921,0.013335557420936,"PTPRN/ASS1/GAP43/SERPINI1/KCNK1/MYO1D/CPLX1/PRPH/CPLX2",9
"CC","GO:0043195","terminal bouton","5/307","45/19894",0.111111111111111,7.20014477017734,5.21283692054281,0.000624182619837573,0.0157414313063921,0.013335557420936,"SLC18A3/SCGN/GRIN1/CPLX1/CPLX2",5
"CC","GO:0032281","AMPA glutamate receptor complex","4/307","26/19894",0.153846153846154,9.96943122024555,5.72940957684801,0.000635854255857673,0.0157414313063921,0.013335557420936,"CNIH3/OLFM2/CACNG2/DLG3",4
"CC","GO:0098978","glutamatergic synapse","16/307","409/19894",0.039119804400978,2.53501429561256,3.92698498523169,0.000661801916785254,0.0157414313063921,0.013335557420936,"FILIP1/ICAM5/SYT4/VGF/TNIK/CHRM2/CPLX1/APOE/PLPPR4/SHANK1/LGI1/ABLIM3/CPLX2/CACNG2/DLG3/ADAM23",16
"CC","GO:0150034","distal axon","12/307","272/19894",0.0441176470588235,2.85888101168806,3.86455751259004,0.00111890742321701,0.0239149480930667,0.0202598580336395,"SLC18A3/BASP1/PTPRN/SCGN/GRIN1/GAP43/CHRM2/CPLX1/MAP2/GAD1/CPLX2/TPBG",12
"CC","GO:0005788","endoplasmic reticulum lumen","13/307","313/19894",0.0415335463258786,2.69142791728674,3.77610095603655,0.00122088323598238,0.0239149480930667,0.0202598580336395,"C3/IGFBP3/EVA1A/CTSC/VGF/COL16A1/ERP27/APOL1/APOE/MATN3/COL1A1/PDGFC/SPP1",13
"CC","GO:0014069","postsynaptic density","13/307","313/19894",0.0415335463258786,2.69142791728674,3.77610095603655,0.00122088323598238,0.0239149480930667,0.0202598580336395,"ZDHHC15/GRIK5/GRIN1/NEFH/GAP43/TNIK/INSYN2B/DMTN/RTN1/PLPPR4/SHANK1/CACNG2/DLG3",13
"CC","GO:0097440","apical dendrite","3/307","17/19894",0.176470588235294,11.4355240467523,5.38888198022633,0.00210771436855542,0.0389927158182752,0.0330331842557223,"MYO1D/MAP2/SEZ6",3
"CC","GO:0099572","postsynaptic specialization","13/307","341/19894",0.0381231671554252,2.47043090355058,3.42886572431123,0.00259459156277866,0.0454736310739629,0.0385235755581541,"ZDHHC15/GRIK5/GRIN1/NEFH/GAP43/TNIK/INSYN2B/DMTN/RTN1/PLPPR4/SHANK1/CACNG2/DLG3",13
"CC","GO:0030133","transport vesicle","15/307","434/19894",0.0345622119815668,2.23967636860355,3.26901668113997,0.00320846500568862,0.0495239254606542,0.0419548349089785,"SLC18A3/UNC13D/PTPRN/SCGN/GRIN1/SYT4/VGF/MYOF/SYT12/FGFR4/CNIH3/RPH3A/SLC17A5/STON1/SVOP",15
"CC","GO:0097060","synaptic membrane","14/307","397/19894",0.035264483627204,2.28518448625276,3.23826360919286,0.0036427256437859,0.0495239254606542,0.0419548349089785,"GRIK5/GRIN1/KCNK1/CHRM2/GRM7/CNIH3/GABRD/PLPPR4/SHANK1/RPH3A/CACNG2/SRPX2/DLG3/ADAM23",14
"CC","GO:0070382","exocytic vesicle","10/307","235/19894",0.0425531914893617,2.75750225240834,3.39300482688754,0.00367253637306622,0.0495239254606542,0.0419548349089785,"SLC18A3/UNC13D/GRIN1/SYT4/MYOF/SYT12/RPH3A/SLC17A5/STON1/SVOP",10
"CC","GO:0030672","synaptic vesicle membrane","7/307","128/19894",0.0546875,3.54382125407166,3.61466079158479,0.00375653968770225,0.0495239254606542,0.0419548349089785,"SLC18A3/SYT4/MYOF/SYT12/RPH3A/SLC17A5/SVOP",7
"CC","GO:0099501","exocytic vesicle membrane","7/307","128/19894",0.0546875,3.54382125407166,3.61466079158479,0.00375653968770225,0.0495239254606542,0.0419548349089785,"SLC18A3/SYT4/MYOF/SYT12/RPH3A/SLC17A5/SVOP",7
"CC","GO:0045211","postsynaptic membrane","11/307","276/19894",0.0398550724637681,2.58266062408535,3.31474665298518,0.0038878646869591,0.0495239254606542,0.0419548349089785,"GRIK5/GRIN1/CHRM2/GRM7/CNIH3/GABRD/PLPPR4/SHANK1/RPH3A/CACNG2/DLG3",11
"CC","GO:0044304","main axon","5/307","68/19894",0.0735294117647059,4.76480168614677,3.89326869015771,0.00399439161590501,0.0495239254606542,0.0419548349089785,"TUBB4A/MYO1D/MAP2/LGI1/KCNAB1",5
"CC","GO:0030658","transport vesicle membrane","10/307","238/19894",0.0420168067226891,2.7227438206553,3.34731801602762,0.00401545341572872,0.0495239254606542,0.0419548349089785,"SLC18A3/PTPRN/SCGN/SYT4/MYOF/SYT12/CNIH3/RPH3A/SLC17A5/SVOP",10
